a hair's breadth	yes	hair/NOUN s/PART breadth/NOUN	hair breadth	Haar Breite;breiten	Haar;Haare;Haaren;Frisur Weite;Breiten;weiten;Breite;breiten
a little bird told me	yes	little/ADJ bird/NOUN told/VERB me/PRON tells/VERB	bird	Vogel	Vögel;Vögelchen;Vogel
a penny for your thoughts	yes	penny/NOUN for/ADP your/DET thoughts/NOUN	penny thoughts	Penny Gedanke;Gedanken	Pence;pence;Penz;Pfennig;Penny dachte;Gedanken;though;Idee;Gedanke;gedacht;gedenken;denken
a pretty penny	yes	pretty/ADJ penny/NOUN	penny	Penny	Pence;pence;Penz;Pfennig;Penny
above board	yes	above/ADP board/NOUN	board	Planke	Boards;Board;Tafel;Vorstand;Bretter;Tafeln;Brett;board
above par	yes	above/ADP par/NOUN	par	Par	Par;Pars;Parität;Plädoyer;pars;par
across the board	yes	across/ADP board/NOUN	board	Planke	Boards;Board;Tafel;Vorstand;Bretter;Tafeln;Brett;board
act of god	yes	of/ADP god/PROPN act/NOUN	act	Gesetz	Handlungen;Akt;Act;Taten;Handlung;Tate;handeln;act;handelt;Nummer;Tat;Akte;Acts
add fuel to the fire	yes	fuel/NOUN to/ADP fire/NOUN	fuel fire	Kraftstoff Feuer	Kraftstoff;Kraftstoffe;Treibstoff;Brennstoff;Treibstoffe Brände;Feuer;Brand
add insult to injury	yes	insult/NOUN to/ADP injury/NOUN add/VERB	insult injury	Beleidigung Verletzung	Beleidigung;Beleidigunge;Beleidigungsversuch;Beleidigungen Verletzung;Verletzungen;Unfall;Wunde
against the grain	yes	against/ADP grain/NOUN	grain	Getreide	Körnung;Körner;Korn;Körnchen;Getreide
ahead of the curve	yes	ahead/ADV of/ADP curve/NOUN	curve	Kurve	Kurve;Kurven;Kurvenspiel;curve
ahead of the game	yes	ahead/ADV of/ADP game/NOUN	game	Spiel	Spiel;Spiele
all bets are off	yes	all/DET bets/NOUN were/AUX off/ADV are/AUX	bets	Wette;Wetten	Wetten;Wette;wette;Wetteinsatz;Einsatz;wetten
all hell broke loose	yes	all/DET hell/NOUN broke/VERB loose/ADV	hell	Hölle	Mist;Höllen;Hölle;Scheiß;Teufel
all in a day's work	yes	all/DET in/ADP day/NOUN s/PART work/NOUN	day work	Tag Arbeit	Tage;Zeit;Tag;langen;lang Arbeit;funktioniert;work;Werke;arbeiten;Werk;arbeitet;funktionieren
all over bar the shouting	yes	all/ADV over/ADP bar/NOUN shouting/NOUN	bar shouting	Bar schreien	Barren;Barre;bar;Gitter;Bar;Bars;Balken;bars Ruf;Schreien;Schreie;schreiten;Schrei;schreit;Geschreie;Geschrei;Rufe;schreien;schreiend
all over the map	yes	all/ADV over/ADP map/NOUN	map	Karte	Kartenspiel;map;Karte;Karten;Landkarte
all over the place	yes	all/ADV over/ADP place/NOUN	place	Platz	Platz;Plätze;Laden;Ort;Lade;place;Haus;Orte
all over the shop	yes	all/ADV over/ADP shop/NOUN	shop	Einkaufen	Shop;Shops;Läden;Geschäfte;Laden;Lade;Geschäft;shop
all over the show	yes	all/ADV over/ADP show/NOUN /PUNCT	show	zeigen	Konzert;zeigen;zeigt;Serie;Shows;shows;show;Show
all the rage	yes	all/DET rage/NOUN	rage	Wut	Wutanfall;Zorne;Wut;Zorn
all things being equal	yes	all/DET things/NOUN being/AUX equal/ADJ	things	Dinge;Ding	von;Sachen;Dinge;was;Ding;Sache;etwas
an englishman's home is his castle	yes	englishman/PROPN s/PART home/NOUN is/AUX his/DET castle/NOUN /PUNCT	home castle	Heimat Schloss	homes;Häuser;Heim;Zuhause;Homes;home;Haus Burg;Castle;Schlösser;Schloß;Schloss;Burgen
an old flame	yes	old/ADJ flame/NOUN	flame	Flamme	Flammen;Feuer;Flamme;Flame;Flames
and all that jazz	yes	and/CCONJ all/DET that/DET jazz/NOUN	jazz	Jazz	Jazz;Jazzes;jazzes;jazzig
any port in a storm	yes	any/DET port/NOUN in/ADP storm/NOUN /PUNCT	port storm	Hafen Sturm	Häfen;port;Ports;ports;Port;Hafen Gewitter;Stürmen;Sturm;Stürme
anyone's guess	yes	anyone/PRON s/PART guess/NOUN	guess	vermuten	Vermutung;Rate;raten;Ratschlag;rate
apples and oranges	yes	apples/NOUN and/CCONJ oranges/NOUN	apples oranges	Apfel;Äpfel Orange;Orangen	Apfel;Apple;Äpfel orange;Orangensorte;Orange;Oranges;Orangen
argue the toss	yes	argue/VERB toss/NOUN	toss	werfen	werfen;Werfen;Wurf;Werf
armed to the teeth	yes	armed/VERB to/ADP teeth/NOUN	teeth	Zahn;Zähne	Zahn;Zähne
around the clock	yes	around/ADP clock/NOUN	clock	Uhr	Uhr;Uhrwerk;Uhren
arse about face	yes	arse/ADJ about/ADP face/NOUN	face	Gesicht	Gesichter;face;Gesicht
as a rule	yes	as/SCONJ rule/NOUN	rule	Regel	Regel;Gesetz;Regeln;regel
as luck would have it	yes	as/SCONJ luck/NOUN would/VERB have/AUX it/PRON	luck	Glück	glück;Glück;Glücksfall
as the actress said to the bishop	yes	as/SCONJ actress/NOUN said/VERB to/ADP bishop/NOUN	actress bishop	Darstellerin Bischof	Schauspielerin Bischof;Bischöfein;Bischöfe
as the crow flies	yes	as/SCONJ crow/NOUN flies/VERB	crow	Krähe	Krähe;Krähen
ask for the moon	yes	asked/VERB for/ADP moon/NOUN	moon	Mond	Moon;Mond;Monde
asleep at the wheel	yes	asleep/ADJ at/ADP wheel/NOUN	wheel	Rad	Wheel;Wheels;Steuer;Rollen;Laufrad;Rad;wheel;Rolle;Räder;rad
at a canter	yes	at/ADP canter/NOUN	canter	galoppieren	canter;Kanzer;Galopp;Galionskanzerin;Galionskanone;kanter;Kanister;Canters;Galgen;Knaller;Galionskanisterin;Canter;Kanter;Galoppkanone
at a loose end	yes	at/ADP loose/ADJ end/NOUN	end	Ende	end;enden;Enden;Ende;Endet;ende;Ziel;beendet;endet;beenden
at a loss for words	yes	at/ADP loss/NOUN for/ADP words/NOUN	loss words	Verlust Wörter;Wort	verlust;Verlust;Loss;Niederlage Wörter;word;Wort;Worte
at a pinch	yes	at/ADP pinch/NOUN	pinch	Prise	Pinches;Kniff;pinch;Kneifen;Kneifchen;Prise;Pinch;kneif;Kneif;klemm
at a snail's pace	yes	at/ADP snail/NOUN s/PART pace/NOUN	snail pace	Schnecke Tempo	Schnecken;Schnecke;Schneckenschnecke pace;Tempo;Geschwindigkeit;pakes;paces;Schritt
at a stretch	yes	at/ADP stretch/NOUN	stretch	strecken	streckt;stretch;Dehnungsstreifen;Dehnung;Strecke;Ausdehnung;Stretch;Dehnungsstück;sich;Stück;sic;streck;Stückchen;strecken
at cross purposes	yes	at/ADP cross/NOUN purposes/NOUN	cross purposes	Kreuz Zwecke;Zweck	Kreuz;Cross Zweck;Zwecke;Aufgabe;Verwendungszweck;Ziel;Sinn
at daggers drawn	yes	at/ADP daggers/NOUN drawn/VERB	daggers	Dolch;Dolche	Dolch;Dolche
at death's door	yes	at/ADP death/NOUN s/PART door/NOUN	death door	Tod Tür	Tod;Todesfälle;Todesfall Tor;Türe;door;Tür;Türen
at full tilt	yes	at/ADP full/ADJ tilt/NOUN	tilt	Schieflage	kippt;kippen;kippe;Neigungswinkel;Kippen;Kippe;Tilts;Tilt;Neigung;Neigungen
at loggerheads	yes	at/ADP loggerheads/NOUN	loggerheads	Unechte	Loggerhead;Loggerkopf;Holzfäller;Holzkopf;loggerhea;Schnüffler;Loggerköpfe;Logger;Logerkopf
at sea	yes	at/ADP sea/NOUN	sea	Meer	See;seas;Meere;Meer
at sixes and sevens	yes	at/ADP sixes/NOUN and/CCONJ sevens/NOUN	sixes sevens	Sechser Siebener	Sixes;sechs;Sechs;sechse;Sechser;Sechsen;seixes;6 7er;Sieb;sieben;Siebzig;Sieben;Siebener;Sevens;7
at the coalface	yes	at/ADP coalface/NOUN /PUNCT	coalface	Kohlenwand	kohlegesich;Kohlefeld;Kohlegesichter;Kohlegesicht;kohlengesich;Kohlengesicht;Kohle;colefac
