a hair's breadth	yes	hair/NOUN s/PART breadth/NOUN	hair breadth	hår bredde	hårene;hår;håret side;bredder;bredden;bred;Bredde;bredde
a little bird told me	yes	little/ADJ bird/NOUN told/VERB me/PRON tells/VERB	bird	fugl	fuglen;fuglene;fugl;fuglefugl;Fugle;fugle;Fugl;fugleunge
a penny for your thoughts	yes	penny/NOUN for/ADP your/DET thoughts/NOUN	penny thoughts	øre tanke;tanker	pence;krone;penny;Pence;Penny tank;tænkt;tanke;tanker;Tank;idé;tænke
a pretty penny	yes	pretty/ADJ penny/NOUN	penny	øre	pence;krone;penny;Pence;Penny
above board	yes	above/ADP board/NOUN	board	bestyrelse	bord;bræt;brætter;board;brædder;Board;Brædder;bestyrelser;brætte;boards;bestyrelse;brættet;Boards
above par	yes	above/ADP par/NOUN	par	stk	parre;pars;par;pari;Pars
across the board	yes	across/ADP board/NOUN	board	bestyrelse	bord;bræt;brætter;board;brædder;Board;Brædder;bestyrelser;brætte;boards;bestyrelse;brættet;Boards
act of god	yes	of/ADP god/PROPN act/NOUN	act	handling	handlinger;virker;handle;nummer;handling;virke;Handling;skuespil;Act;handler;act
add fuel to the fire	yes	fuel/NOUN to/ADP fire/NOUN	fuel fire	brændstof ild	brændstoffer;benzin;Brændstof;brændsel;brændstof Affyr;ild;bål;Brand;brand;Brande;Skyd;Ild;brande
add insult to injury	yes	insult/NOUN to/ADP injury/NOUN add/VERB	insult injury	fornærme skade	fornærmelser;Fornærmelse;Fornærmelser;fornærmelse ;sår;Skader;så;skade;skader;kvæstelser;Skade;kvæstelse
against the grain	yes	against/ADP grain/NOUN	grain	korn	korn;Korn;kerner;kerne
ahead of the curve	yes	ahead/ADV of/ADP curve/NOUN	curve	kurve;kurv	kurver;kurve;kurven;kurv
ahead of the game	yes	ahead/ADV of/ADP game/NOUN	game	spil	spillet;spil;leg;Spil
all bets are off	yes	all/DET bets/NOUN were/AUX off/ADV are/AUX	bets	væddemål	spil;satsning;bet;væddemål;indsatser;sats;indsats;Spil;bets
all hell broke loose	yes	all/DET hell/NOUN broke/VERB loose/ADV	hell	helvede	helvedes;Helvedes;helvede;Helvede
all in a day's work	yes	all/DET in/ADP day/NOUN s/PART work/NOUN	day work	dag arbejde	tid;dag;dage;døgn;Dag;Dage virker;værk;virke;arbejde;fungere;arbejder;arbejd;fungerer;Arbejde
all over bar the shouting	yes	all/ADV over/ADP bar/NOUN shouting/NOUN	bar shouting	bære;bar råbe	bære;tremmer;stænge;barrer;barer;barre;bar;stænger;navneordslinje;tremme;Barer;Bar Råber;råben;råb;råbe;Råb;råber;skrig;råberi
all over the map	yes	all/ADV over/ADP map/NOUN	map	kort	Kort;kort;kortene;kortet
all over the place	yes	all/ADV over/ADP place/NOUN	place	placere	Steder;steder;plads;sted;Sted
all over the shop	yes	all/ADV over/ADP shop/NOUN	shop	butik	forretning;butikker;butikkerne;butik;Shop;shops;shop;butikke;shoppe;forretninger;Butikker
all over the show	yes	all/ADV over/ADP show/NOUN /PUNCT	show	vise	shows;Show;show;vi;vis;viser;vise;program;forestilling;Vis
all the rage	yes	all/DET rage/NOUN	rage	raseri	raseri;vrede;rager;Raseri;Vrede;rase;rage;raseriangreb;raser;raserianfald
all things being equal	yes	all/DET things/NOUN being/AUX equal/ADJ	things	ting	tingest;noget;gør;gø;ting;tingen;særlig;tingesten;tingene;særligt;nogen
an englishman's home is his castle	yes	englishman/PROPN s/PART home/NOUN is/AUX his/DET castle/NOUN /PUNCT	home castle	hjem slot	hjem;boliger;Hjem;hjemme;bolig;hus;huse Borge;slotte;slottet;slot;Castle;borg;Slotte;Castles;borge;Slot;Slottet
an old flame	yes	old/ADJ flame/NOUN	flame	flamme	Flammer;Flamme;ild;flammen;Flammen;flamme;flammer
and all that jazz	yes	and/CCONJ all/DET that/DET jazz/NOUN	jazz	jazz	Jazzer;Jazz;jazze;Jazzes;jazzs;jazz;jazzes;jazzer
any port in a storm	yes	any/DET port/NOUN in/ADP storm/NOUN /PUNCT	port storm	Havn storm	port;porte;havn;Havn;Porte;havne;Port uvejr;Storm;storm;storme;Storme
anyone's guess	yes	anyone/PRON s/PART guess/NOUN	guess	gætte	gætte;Gæt;gæt;engang
apples and oranges	yes	apples/NOUN and/CCONJ oranges/NOUN	apples oranges	æbler;æble appelsin;appelsiner	æble;æbler;Æbler;Æblet;Apple;Æble appelsin;Orange;orange;Appelsiner;appelsiner
argue the toss	yes	argue/VERB toss/NOUN	toss	væk;vække	Smid;kast;kaste;Kass;Kaste
armed to the teeth	yes	armed/VERB to/ADP teeth/NOUN	teeth	tænde;tænder	tænder;Tand;tænderne;tænde;Tænder;tand
around the clock	yes	around/ADP clock/NOUN	clock	ur	ur;Uret;uret;ure
arse about face	yes	arse/ADJ about/ADP face/NOUN	face	ansigt	ansigter;ansigtet;ansigt;Ansigter
as a rule	yes	as/SCONJ rule/NOUN	rule	Herske	regler;Regel;regel;Regler;reglen;line
as luck would have it	yes	as/SCONJ luck/NOUN would/VERB have/AUX it/PRON	luck	held	heldigt;lykke;heldig;Held;held
as the actress said to the bishop	yes	as/SCONJ actress/NOUN said/VERB to/ADP bishop/NOUN	actress bishop	skuespillerinde biskop	skuespiller;skuespillerinde;Skuespiller;Skuespillerinde bispe;Biskoper;Bishop;Biskop;biskop;biskopper
as the crow flies	yes	as/SCONJ crow/NOUN flies/VERB	crow	krage	krager;krag;Krag;Krager;Krage;krage
ask for the moon	yes	asked/VERB for/ADP moon/NOUN	moon	måne	Måne;Månen;måne;månen;måner;Måner;Mån
asleep at the wheel	yes	asleep/ADJ at/ADP wheel/NOUN	wheel	hjul	hjulene;hjulet;hjul;bil;Hjul;rat
at a canter	yes	at/ADP canter/NOUN	canter	galop	kant;kande;snushane;kander;kanter;Canter;Kantere;Canters;canter;kantere;canters;snuske;spade
at a loose end	yes	at/ADP loose/ADJ end/NOUN	end	ende	slutter;slutte;slutning;slut;mål;ende;Slutter;Slut;End;ender;end;enden;afslutning
at a loss for words	yes	at/ADP loss/NOUN for/ADP words/NOUN	loss words	tab ord	tab;Tab ;Ord;ord
at a pinch	yes	at/ADP pinch/NOUN	pinch	klemme	Knivspids;klemme;klemmer;klinge;knibe;knips;klinger;knivspids;klem;Klemmer
at a snail's pace	yes	at/ADP snail/NOUN s/PART pace/NOUN	snail pace	snegl tempo	Snegl;Snegle;snegl;snegle tempoet;tempoer;hastighed;fart;tempo;skridt
at a stretch	yes	at/ADP stretch/NOUN	stretch	strække	strækkes;strækkere;Stræk;strække;sig;strækning;ud;stræk;strækninger
at cross purposes	yes	at/ADP cross/NOUN purposes/NOUN	cross purposes	kryds formål	kryds;kors;Kors;cross;Kryds mål;formål;formålet;Formålet;Formåle
at daggers drawn	yes	at/ADP daggers/NOUN drawn/VERB	daggers	dolke;dolk	dolken;dolke;Dolke;daggert;Daggert;dolk;Daggerts
at death's door	yes	at/ADP death/NOUN s/PART door/NOUN	death door	død;dø dør;dø	døde;Død;døden;dø;dødsfald;død;Døden;Dødsfald dø;døre;dør;døren;dørene;Døre;Døren
at full tilt	yes	at/ADP full/ADJ tilt/NOUN	tilt	vippe	vippes;tilts;vip;Vip;tilt;tilte;vippe
at loggerheads	yes	at/ADP loggerheads/NOUN	loggerheads	uklarheder;uklarhed	Loggereheads;loggerheads;skovhuggerhoved;loggerhoveder;skovhuggere;skovhugger;loggerhead;loggerhoved;Loggerhead;Loggerheads
at sea	yes	at/ADP sea/NOUN	sea	hav	Have;hav;havet;Havene;Hav;Havet
at sixes and sevens	yes	at/ADP sixes/NOUN and/CCONJ sevens/NOUN	sixes sevens	sekser;seksere syvere;syver	;Seks;seksere;seks;6;6'ere;6'er;sekser Syvere;7;Syv;7'ere;syvere;7'er;syv;syver
at the coalface	yes	at/ADP coalface/NOUN /PUNCT	coalface	kulflade	kulfjæs;kulansigter;Cowface;Kulfjæs;kulfjæset;Coalface;kulfjæser;kulansigt;Kulansigter
at the crossroads	yes	at/ADP crossroads/NOUN	crossroads	korsvej	korsvejen;skillevej;krydsvej;korsvejene;skillevejen;skillevejene;Korsvej;korsvej;krydsvejen
at the drop of a hat	yes	at/ADP drop/NOUN of/ADP hat/NOUN	drop hat	dråbe hat	drop;slippe;droppe;dråbe;fald;Dråber;falder;falde;Falder;Slip;slip;dråber;Drop Hue;Hatte;hatte;Hat;hat
at the end of the day	yes	at/ADP end/NOUN of/ADP day/NOUN	end day	ende dag	slutter;slutte;slutning;slut;mål;ende;Slutter;Slut;End;ender;end;enden;afslutning tid;dag;dage;døgn;Dag;Dage
at your fingertips	yes	at/ADP your/DET fingertips/NOUN	fingertips	fingerspids;fingerspidserne	fingerspidsen;fingerspidser;fingerspids;fingerspidserne
away with the fairies	yes	away/ADV with/ADP fairies/NOUN /PUNCT	fairies	fe;feer	Fe;Feer;feen;fe;feer
babe in arms	yes	babe/NOUN in/ADP arms/NOUN	babe arms	skat;skatte arme;arm	skat;skatte;spædbarn;Babe;sild;Babes;babes;Spædbørn;barn;babe;Skat;snuske arme;Våben;Arm;armen;armene;våben;Arme;arm
back to square one	yes	back/ADV to/ADP square/NOUN one/NUM	square one	firkant en	pladser;kvadrater;firkantet;ruder;felt;plads;firkanter;kvadrat;felter;firkant;Square;firkantede Et;en;de;navneord;ét;De;dem;1;Dem;et;ener;et-tal
back to the drawing board	yes	back/ADV to/ADP drawing/NOUN board/NOUN	drawing board	tegning bestyrelse	træk;Tegning;tegning;trække;tegne;trækker;drager;Tegner;tegner;drage bord;bræt;brætter;board;brædder;Board;Brædder;bestyrelser;brætte;boards;bestyrelse;brættet;Boards
bag and baggage	yes	bag/NOUN and/CCONJ baggage/NOUN	bag baggage	taske bagage	bagage;sække;pose;navneordspose;tasker;taske;sæk;Taske;poser bagagen;baggage;bagage;Bagage
