They paid through the nose for ‘ one - to - one intensive tuition from qualified experts supported by sophisticated resources incorporating the latest technology’.	0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	pay through the nose	figurative	inflection	PRON VERB ADP DET NOUN ADP PUNCT NUM PUNCT ADP PUNCT NUM ADJ NOUN ADP ADJ NOUN VERB ADP ADJ NOUN VERB DET ADJ NOUN
The rest of the morning was wasted on the business of getting the car released, and paying through the nose for the privilege.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0	pay through the nose	figurative	inflection	DET NOUN ADP DET NOUN VERB VERB ADP DET NOUN ADP VERB DET NOUN VERB CCONJ VERB ADP DET NOUN ADP DET NOUN
They run over cross - country courses and pay through the nose for it.	0 0 0 0 0 0 0 0 1 1 0 1 0 0	pay through the nose	figurative	identical	PRON VERB ADP NOUN PUNCT NOUN NOUN CCONJ VERB ADP DET NOUN ADP PRON
But all - seaters don't mean all - safe so why should clubs risk bankruptcy and fans pay through the nose for an ill - conceived scheme?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0	pay through the nose	figurative	identical	CCONJ DET PUNCT NOUN VERB VERB ADV PUNCT ADJ ADV ADV VERB NOUN NOUN NOUN CCONJ NOUN VERB ADP DET NOUN ADP DET ADV PUNCT VERB NOUN
BRITAIN 'S three million contact lens wearers are being forced to pay through the nose for cleaning and soaking solutions, an MP has claimed.	0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0	pay through the nose	figurative	identical	PROPN PART NUM NUM NOUN NOUN NOUN VERB VERB VERB PART VERB ADP DET NOUN ADP VERB CCONJ VERB NOUN DET PROPN VERB VERB
Mr Martin's barely - concealed rage at losing what he thinks of as his little girl ( and having to pay through the nose for the festivities ) is amusingly conveyed.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0	pay through the nose	figurative	identical	PROPN PROPN ADV PUNCT VERB NOUN ADP VERB NOUN PRON VERB ADP ADP ADJ ADJ NOUN PUNCT CCONJ VERB PART VERB ADP DET NOUN ADP DET NOUN PUNCT VERB ADV VERB
they say oh tax is too high, I mean Labour want to put it up any way, but by the by, this answered them any way, what they say is oh its too high, erm even the American tax is four per cent, who gives a dam, because the thing is in America what you 're loosing, what you gain in your tax you have to pay out through the nose for health care	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0 0	pay through the nose	figurative	insertion-other	PRON VERB INTJ NOUN VERB ADV ADJ PRON VERB PROPN VERB PART VERB PRON PART DET NOUN CCONJ ADP DET NOUN DET VERB PRON DET NOUN NOUN PRON VERB VERB INTJ ADJ ADV ADJ ADV ADV DET ADJ NOUN VERB NUM ADP NOUN NOUN VERB DET NOUN ADP DET NOUN VERB ADP PROPN NOUN PRON VERB VERB NOUN PRON VERB ADP ADJ NOUN PRON VERB PART VERB PART ADP DET NOUN ADP NOUN NOUN
Oh look wicked, wicked, wicked I 've got a wicked campaign, do a dope campaign yeah, and like the logo is dope may d dope may be dear but you pay through the nose for coke.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0	pay through the nose	figurative	identical	INTJ VERB ADJ ADJ ADJ PRON VERB VERB DET ADJ NOUN VERB DET NOUN NOUN INTJ CCONJ ADP DET NOUN VERB NOUN VERB X VERB VERB VERB ADJ CCONJ PRON VERB ADP DET NOUN ADP NOUN
I think he was certainly mixed up in the beastly business of getting into England some of those unhappy Asians who pay through the nose either because they 're desperate to join relatives, or because they think they can find work here.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	pay through the nose	figurative	identical	PRON VERB PRON VERB ADV VERB PART ADP DET ADJ NOUN ADP VERB ADP PROPN DET ADP DET ADJ PROPN NOUN VERB ADP DET NOUN CCONJ ADP PRON VERB ADJ PART VERB NOUN CCONJ ADP PRON VERB PRON VERB VERB NOUN ADV
All you have to do is grow a beard and look rugged, take a bunch of gullible kids from good homes, make their parents pay through the nose to let them sleep in bunks and eat beans, and then pretend that mundane things are difficult or unusual.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	pay through the nose	figurative	identical	DET PRON VERB PART VERB VERB VERB DET NOUN CCONJ VERB ADJ VERB DET NOUN ADP ADJ NOUN ADP ADJ NOUN VERB ADJ NOUN VERB ADP DET NOUN PART VERB PRON VERB ADP NOUN CCONJ VERB NOUN CCONJ ADV VERB ADP ADJ NOUN VERB ADJ CCONJ ADJ
I can't rebuild without paying through the nose for the privilege, and even if I did build, getting rent is like getting blood from a stone!’	0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	pay through the nose	figurative	inflection	PRON VERB VERB ADP VERB ADP DET NOUN ADP DET NOUN CCONJ ADV ADP PRON VERB VERB VERB NOUN VERB ADP VERB NOUN ADP DET NOUN
Amazingly, though, foreign tycoons pay through the nose to hear Lady Thatcher spout her economic theories — even though, back home, businesses and homeowners are still suffering because of them.	0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	pay through the nose	figurative	identical	ADV ADV ADJ NOUN VERB ADP DET NOUN PART VERB PROPN PROPN VERB ADJ ADJ NOUN PUNCT ADV ADV ADV ADV NOUN CCONJ NOUN VERB ADV VERB ADP ADP PRON
It's a familiar quandary : buy an affordable production line bass and live with the fact that you share your new baby with thousands of others, or take the handmade option, pay through the nose and bask in the reflected glory of your instrument's exclusivity.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0	pay through the nose	figurative	identical	PRON DET ADJ NOUN PUNCT VERB DET ADJ NOUN NOUN NOUN CCONJ VERB ADP DET NOUN ADP PRON VERB ADJ ADJ NOUN ADP NOUN ADP NOUN CCONJ VERB DET ADJ NOUN VERB ADP DET NOUN CCONJ VERB ADP DET VERB NOUN ADP ADJ NOUN NOUN
With clothes, most of us like to believe that our tastes are idiosyncratic, which suggests that we will often go out of our way — and pay through the nose — to buy something a bit different.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0	pay through the nose	figurative	identical	ADP NOUN ADJ ADP PRON VERB PART VERB ADP ADJ NOUN VERB ADJ ADJ VERB ADP PRON VERB ADV VERB ADP ADP ADJ NOUN PUNCT CCONJ VERB ADP DET NOUN PUNCT PART VERB NOUN DET NOUN ADJ
They were work, and the students, who were paying through the nose for them, were grim, resentful and bloody - minded.	0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0	pay through the nose	figurative	inflection	PRON VERB NOUN CCONJ DET NOUN NOUN VERB VERB ADP DET NOUN ADP PRON VERB ADJ ADJ CCONJ ADJ PUNCT ADJ
