a hair's breadth	yes	hair/NOUN s/PART breadth/NOUN	hair breadth	hår bredd	hårstrå;hår;hårstrån bredd;bredder;bredden;bredde
a little bird told me	yes	little/ADJ bird/NOUN told/VERB me/PRON tells/VERB	bird	fågel	fåglar;fågeln;fågel
a penny for your thoughts	yes	penny/NOUN for/ADP your/DET thoughts/NOUN	penny thoughts	penny tanka;tankar	penny;pence;öre;Pence tänkte;tänka;tanke;tanka;tankar
a pretty penny	yes	pretty/ADJ penny/NOUN	penny	penny	penny;pence;öre;Pence
above board	yes	above/ADP board/NOUN	board	styrelse	tavla;styrelser;brad;bräda;brädet;bräde;board;brädor;bräd;bräder;styrelse
above par	yes	above/ADP par/NOUN	par	par	par;paris;pars
across the board	yes	across/ADP board/NOUN	board	styrelse	tavla;styrelser;brad;bräda;brädet;bräde;board;brädor;bräd;bräder;styrelse
act of god	yes	of/ADP god/PROPN act/NOUN	act	teat;teater	akter;agera;uppträdande;nummer;handlingar;skådespel;akt;agerar;handling
add fuel to the fire	yes	fuel/NOUN to/ADP fire/NOUN	fuel fire	bränsle brand	bränslen;bränsle eld;brand;eldsvåda;eldar;Eld;bränder;elda
add insult to injury	yes	insult/NOUN to/ADP injury/NOUN add/VERB	insult injury	förolämpning skada	förolämpa;förolämpningar;förolämpning;förolämpande skador;skada
against the grain	yes	against/ADP grain/NOUN	grain	spannmål	korn;kärnor;spannmål;kärna;säd
ahead of the curve	yes	ahead/ADV of/ADP curve/NOUN	curve	kurva	curve;kurva;kurv;kurvor
ahead of the game	yes	ahead/ADV of/ADP game/NOUN	game	spel	spel;lek;spelet
all bets are off	yes	all/DET bets/NOUN were/AUX off/ADV are/AUX	bets	satsning;satsningar	vad;beta;bet;satsa;insats;satsat;satsningar;satsning
all hell broke loose	yes	all/DET hell/NOUN broke/VERB loose/ADV	hell	Helvete;helvete	helvet;helvetet;helvetena;helvete;helveten
all in a day's work	yes	all/DET in/ADP day/NOUN s/PART work/NOUN	day work	dag arbete	tid;dag;dagar;nu;dagen fungerar;arbeta;arbete;jobb;fungera;verk
all over bar the shouting	yes	all/ADV over/ADP bar/NOUN shouting/NOUN	bar shouting	bar skrikande;skrika	bars;galler;gall;Bar;barer;bar skrikande;rop;skrika;Skrik;skrik
all over the map	yes	all/ADV over/ADP map/NOUN	map	Karta;karta	kartan;karta;kartor
all over the place	yes	all/ADV over/ADP place/NOUN	place	plats	platser;ställe;Plats;plats
all over the shop	yes	all/ADV over/ADP shop/NOUN	shop	affär	shop;butik;butiker;affär;affärer
all over the show	yes	all/ADV over/ADP show/NOUN /PUNCT	show	show	föreställning;visa;visas;show;Visa;visar
all the rage	yes	all/DET rage/NOUN	rage	rasa	ilska;raseriutbrott;raseri
all things being equal	yes	all/DET things/NOUN being/AUX equal/ADJ	things	saker;sak	saken;grej;ting;sak;saker
an englishman's home is his castle	yes	englishman/PROPN s/PART home/NOUN is/AUX his/DET castle/NOUN /PUNCT	home castle	Hem;hem slott	hemåt;bostäder;hem;bostad;hus slott;slottet;borg
an old flame	yes	old/ADJ flame/NOUN	flame	flamma	eldslåga;eld;lågor;låga;flammor;flamma;låg
and all that jazz	yes	and/CCONJ all/DET that/DET jazz/NOUN	jazz	jazz	jazzer;jazz
any port in a storm	yes	any/DET port/NOUN in/ADP storm/NOUN /PUNCT	port storm	hamn storm	hamn;Port;hamna;ports;port;portar;hamnar oväder;stormen;stormar;storm
anyone's guess	yes	anyone/PRON s/PART guess/NOUN	guess	gissa	gissa;gissning
apples and oranges	yes	apples/NOUN and/CCONJ oranges/NOUN	apples oranges	äppel;äpplen apelsin;apelsiner	äppel;äpplen;äpplet;äppl;äpple apelsin;apelsiner;orange
argue the toss	yes	argue/VERB toss/NOUN	toss	kasta	kast;slänga;släng;kasta
armed to the teeth	yes	armed/VERB to/ADP teeth/NOUN	teeth	tänder;tand	tanden;tänder;tand
around the clock	yes	around/ADP clock/NOUN	clock	klocka	klockor;klockan;klocka
arse about face	yes	arse/ADJ about/ADP face/NOUN	face	ansikte	jag;ansiktsuttryck;Ansikte;ansikten;min;ansikte;Ansikten;ansikt
as a rule	yes	as/SCONJ rule/NOUN	rule	regel	Regler;regel;reglerna;regler
as luck would have it	yes	as/SCONJ luck/NOUN would/VERB have/AUX it/PRON	luck	tur	till;turer;tur;lycka
as the actress said to the bishop	yes	as/SCONJ actress/NOUN said/VERB to/ADP bishop/NOUN	actress bishop	skådespelerska biskop	skådespelerska;skådis biskop;biskopar
as the crow flies	yes	as/SCONJ crow/NOUN flies/VERB	crow	gala	kråka;kråkor
ask for the moon	yes	asked/VERB for/ADP moon/NOUN	moon	måne	måne;månar;moon;mån
asleep at the wheel	yes	asleep/ADJ at/ADP wheel/NOUN	wheel	hjul	bil;hjul;kärra;hjulet
at a canter	yes	at/ADP canter/NOUN	canter	galopp	konserver;kanter;konservator;cisterner;cant;Kanter;konservburk;galopp;konserv;canter;cistern;kant
at a loose end	yes	at/ADP loose/ADJ end/NOUN	end	slut;slutet	avslutas;avsluta;sluta;slutar;slut;slutet;ände
at a loss for words	yes	at/ADP loss/NOUN for/ADP words/NOUN	loss words	förlust ord	förlust Ord;ord;ordet
at a pinch	yes	at/ADP pinch/NOUN	pinch	nypa	nypar;Nyp;nypa;nyp;nå;nyper
at a snail's pace	yes	at/ADP snail/NOUN s/PART pace/NOUN	snail pace	snigel takt	snigel;sniglar takt;fart;tempon;steg;framåt;tempo
at a stretch	yes	at/ADP stretch/NOUN	stretch	sträcka	sig;väg;sträcker;långt;stretch;ut;sträck;sträcka
at cross purposes	yes	at/ADP cross/NOUN purposes/NOUN	cross purposes	korsa syfte;syften	korsa;kryss;kors mening;ändamål;syfte;syftet;syften
at daggers drawn	yes	at/ADP daggers/NOUN drawn/VERB	daggers	dolkar;dolk	dolkar;dolk;dolken
at death's door	yes	at/ADP death/NOUN s/PART door/NOUN	death door	död dörr	döda;döden;dödsfall;död Dörrar;dörr;dörren;dörrar;Dörr
at full tilt	yes	at/ADP full/ADJ tilt/NOUN	tilt	luta	lutar;lutningar;tiltar;lutning;tilt;lutande;luta
at loggerheads	yes	at/ADP loggerheads/NOUN	loggerheads	stridshuvud;stridshuvuden	loggerheads;loggerheada;skogshuggare;loggerhead;skogshuggarskalle;timmerman
at sea	yes	at/ADP sea/NOUN	sea	hav	havet;hav
at sixes and sevens	yes	at/ADP sixes/NOUN and/CCONJ sevens/NOUN	sixes sevens	sexor;sexa sjuor;sjua	Sexor;sex;6;sexa;sexor sjuor;sju;7;sjua
at the coalface	yes	at/ADP coalface/NOUN /PUNCT	coalface	kolyta	kolansikte;kolansiktet;kolansikten;kolansikt
at the crossroads	yes	at/ADP crossroads/NOUN	crossroads	vägskäl	korsning;tvärväg;vägskäl;tvärgående;vägkorsning;korsväg
at the drop of a hat	yes	at/ADP drop/NOUN of/ADP hat/NOUN	drop hat	släppa hatt	droppe;släpp;fall;drop;droppar;dropp hatt;mössa;keps;hattar
at the end of the day	yes	at/ADP end/NOUN of/ADP day/NOUN	end day	slut;slutet dag	avslutas;avsluta;sluta;slutar;slut;slutet;ände tid;dag;dagar;nu;dagen
at your fingertips	yes	at/ADP your/DET fingertips/NOUN	fingertips	fingertoppar;fingertopp	fingertopparna;fingertoppar;fingertopp;fingertoppen
away with the fairies	yes	away/ADV with/ADP fairies/NOUN /PUNCT	fairies	älvor;älva	älvor;fe;fé;älva;feer
babe in arms	yes	babe/NOUN in/ADP arms/NOUN	babe arms	brud vapen	substantivet;älskling;bebis;babes;substantiv;brud;brudar;babe;barn;bab pistol;armar;arm;vapen
back to square one	yes	back/ADV to/ADP square/NOUN one/NUM	square one	fyrkant ett;en	kvadrater;torg;fyrkanter;rutor;ruta;square;kvadrat;fyrkant ena;en;ettar;här;ett;man;sån;ettor
back to the drawing board	yes	back/ADV to/ADP drawing/NOUN board/NOUN	drawing board	teckning styrelse	dragning;oavgjort;ritning;dragningar;rita;drag;teckning;ritar tavla;styrelser;brad;bräda;brädet;bräde;board;brädor;bräd;bräder;styrelse
bag and baggage	yes	bag/NOUN and/CCONJ baggage/NOUN	bag baggage	väsk;väska bagage	säck;påse;påsar;väska;väskor;pås;väsk väska;bagag;bagagen;bagaget;väsk;bagage
banana republic	yes	banana/PROPN republic/NOUN	republic	republik	republiker;republiken;Republiken;republik
bang for the buck	yes	bang/NOUN for/ADP buck/NOUN	bang buck	smäll bock	smälla;bang;pangs;smäller;smällar;bangs;pang;smäll Buck;dollar;doll;buck;slant
bang to rights	yes	bang/NOUN to/ADP rights/NOUN	bang rights	smäll rättighet;rättigheter	smälla;bang;pangs;smäller;smällar;bangs;pang;smäll rätt;rättighet;höger;rättigheter
bar none	yes	bar/NOUN none/NOUN	bar none	bar ingen	bars;galler;gall;Bar;barer;bar noll;ingen;nollor;inget;nolla;inga
bark up the wrong tree	yes	barking/VERB up/ADP wrong/ADJ tree/NOUN	tree	träd	träd;trädet
basket case	yes	basket/NOUN case/NOUN	basket case	korg fall	korg;korgen;korgar fall;mål;fallet;case
batten down the hatches	yes	batten/VERB down/ADP hatches/NOUN	hatches	lucka;luckor	kläck;kläckningar;kläckning;kläcka;kläckplats;lucka;luckor
be all ears	yes	were/AUX all/DET ears/NOUN	ears	öron;öra	Örat;örat;öron;öra
be left holding the baby	yes	been/AUX left/VERB holding/VERB baby/NOUN was/AUX	baby	bebis	spädbarn;baby;bebisar;bebis;babys;barn
be my guest	yes	be/AUX my/DET guest/NOUN	guest	gäst	gäst;gäster;gästen
bear fruit	yes	fruit/NOUN bear/VERB	fruit	frukt	frukter;frukt
bear in mind	yes	in/ADP mind/NOUN	mind	sinne	hjärna;sinnet;tänka;sinne;tanke;sinn;sinnen
beard the lion in his den	yes	bearding/VERB lion/NOUN in/ADP his/DET den/NOUN	lion den	lejon håla	lejon;lejonet inde;hålor;is;den;its;Inden;håla;lya;Den
beat about the bush	yes	beat/VERB about/ADP bush/NOUN	bush	buske	busk;buskage;buskar;buske;bush
beat swords into ploughshares	yes	sword/NOUN beaten/VERB into/ADP ploughshare/NOUN	sword ploughshare	svärd plogbill	Svärd;svärd plogbille;plogbill;plogakti;plogbillar;plogbillare;plogaktier;plogbilla
beat the clock	yes	beat/VERB clock/NOUN	clock	klocka	klockor;klockan;klocka
beat the daylights out of	yes	beat/VERB daylights/NOUN out/SCONJ of/ADP	daylights	dagsljus	dagsljuser;dagsljus;dagsljuset
beat the meat	yes	beat/VERB meat/NOUN	meat	kött	kött
beat the rap	yes	beat/VERB rap/NOUN	rap	rap	våldtäkt;brott;raps;rap
bedroom eyes	yes	bedroom/NOUN eyes/NOUN /PUNCT	bedroom eyes	sovrum ögon	sovrummet;sovrum;sovrumme blick;ögat;öga;ögon;ögonen
beer and skittles	yes	beer/NOUN and/CCONJ skittles/NOUN	beer skittles	öl käglor;kägla	Öl;öl skittla;skråma;Skittle;skittle;Skittles;skittles;skitttle;skit
before you can say knife	yes	before/ADP you/PRON can/VERB say/VERB knife/NOUN	knife	kniv	Kniven;knivar;kniv
beg the question	yes	question/NOUN begs/VERB	question	fråga	frågor;fråga
beggars can't be choosers	yes	beggars/NOUN ca/VERB nt/PART be/AUX choosers/NOUN	beggars choosers	tiggare väljare	tiggeri;tiggare valjare;utväljare;valjockey;plockare;väljare;val;valör;valörer;valare
behind bars	yes	behind/ADP bars/NOUN	bars	barer;bar	bars;galler;gall;Bar;barer;bar
behind closed doors	yes	behind/ADP closed/ADJ doors/NOUN	doors	dörrar;dörr	Dörrar;dörr;dörren;dörrar;Dörr
behind someone's back	yes	behind/ADP back/NOUN	back	tillbaka	Tillbaka;ryggen;back;rygg;bakdel;baksida;ryggar;baksidan;backs;tillbaka
behind the curve	yes	behind/ADP curve/NOUN	curve	kurva	curve;kurva;kurv;kurvor
behind the eight ball	yes	behind/ADP eight/NUM ball/NOUN	eight ball	åtta boll	åtta;8;åttor pung;bal;kulor;bollar;bollen;boll;kula;pungkula;stake
behind the scenes	yes	behind/ADP scenes/NOUN	scenes	scen;scener	skådepla;skådeplats;scen;scener;scenen;sc
bell the cat	yes	belling/VERB cat/NOUN	cat	katt	katt;katter
bells and whistles	yes	bells/NOUN and/CCONJ whistles/NOUN	bells whistles	klockor;klocka visselpipor;visselpipa	klockslag;klocka;klockor;klockorna;klockan visslingar;vissling;vissla;visselpipa;Visselpipa;visselpipo;visselpipan;visselpipor;visslar
below par	yes	below/ADP par/NOUN	par	par	par;paris;pars
below the belt	yes	below/ADP belt/NOUN	belt	bälte	skärp;bälte;bälten;bält;bältet
belt and braces	yes	belt/NOUN and/CCONJ braces/NOUN	belt braces	bälte tandställning	skärp;bälte;bälten;bält;bältet tandställningsjär;hängsel;tandställningsjärn;tandställningsband;tandställning;hängsl;hängslen
bend someone's ear	yes	ear/NOUN bending/VERB	ear	öra	Örat;örat;öron;öra
better the devil you know	yes	better/ADV devil/NOUN you/PRON know/VERB	devil	jäkel	djävulen;djävl;djävul;djävlar
between a rock and a hard place	yes	between/ADP rock/NOUN and/CCONJ hard/ADJ place/NOUN	rock place	sten;st plats	rock;klippa;sten;rocks;st;stenar platser;ställe;Plats;plats
between the devil and the deep blue sea	yes	between/ADP devil/NOUN and/CCONJ deep/ADJ blue/ADJ sea/NOUN	devil blue sea	jäkel blå hav	djävulen;djävl;djävul;djävlar blå;blues;blått;blu havet;hav
betwixt and between	yes	betwixt/NOUN and/CCONJ between/ADP	betwixt	emellan	non;vad;substantivet;betwix;ingen;Non;none;Ingen";Ingen;substantiv;betwixt;None;inget;Inga;Inget;vadslagning
beyond the pale	yes	beyond/ADP pale/NOUN	pale	blek	ljust;blekhet;bleka;blekt;bleknar;blekning;bleker;blekna;ljus;blek
big girl's blouse	yes	big/ADJ girl/NOUN s/PART blouse/NOUN	girl blouse	flicka blus	flicka;tjejer;flickan;tjej;flickor blus;blusar
big hitter	yes	big/ADJ hitters/NOUN hitter/NOUN	hitters hitter	träffar;träffa hitter	slåren;hitter;hitters;slår;Hitters;torped;hitt slåren;hitter;hitters;slår;Hitters;torped;hitt
birds of a feather	yes	birds/NOUN of/ADP feather/NOUN	birds feather	fåglar;fågel fjad;fjäder	fåglar;fågeln;fågel fjad;fjädrar;fjader;fjädern;fjäder
bite someone's head off	yes	head/NOUN off/ADP bite/VERB	head	huvud	Huvud;krona;huvuden;huvud;skalle
bite the big one	yes	bit/NOUN big/ADJ one/NOUN	bit one	bit ett;en	del;grann;bits;bit;lite;bitar ena;en;ettar;här;ett;man;sån;ettor
bite the bullet	yes	bullet/NOUN bite/VERB	bullet	kula	kula;kulor;kulan
bite the dust	yes	dust/NOUN	dust	damm	stoft;damm
bite your lip	yes	bite/VERB your/DET lip/NOUN	lip	läpp	läpparna;läpparnas;läppare;mun;läpp;läppen;läppar
bite your tongue	yes	your/DET tongue/NOUN bite/VERB	tongue	tung;tunga	tung;tungor;tunga;tungo
bits and bobs	yes	bits/NOUN and/CCONJ bobs/PROPN	bits	bitar;bit	del;grann;bits;bit;lite;bitar
blaze a trail	yes	blazing/VERB trail/NOUN	trail	spår	spår;spåret;leda;leder;stigar;stig;led
bleeding heart	yes	bleeding/VERB heart/NOUN	heart	hjärta	hjärtan;hjärta;hjärtat
blood and guts	yes	blood/NOUN and/CCONJ guts/NOUN	blood guts	blod tarm;tarmar	blod;Blod tapperhet;tatuering;tarm;inälvor;magkänsla;stake;mod;inälva;modig;modigt
blood and thunder	yes	blood/NOUN and/CCONJ thunder/NOUN	blood thunder	blod åsk;åska	blod;Blod åska;åskan;åsk;åskväder;åskdunder;åskdund
blood is thicker than water	yes	blood/NOUN is/AUX thicker/ADJ than/SCONJ water/NOUN	blood water	blod vatten	blod;Blod vatten
blow a fuse	yes	fuse/NOUN blew/VERB	fuse	säkring	stubi;säkringar;stubin;säkring;stubiner
blow a gasket	yes	gasket/NOUN blew/VERB	gasket	packning	packning;Packningar;packningar
blow off steam	yes	blew/VERB off/ADP steam/NOUN	steam	ånga	ånga;ångor
blow someone's cover	yes	blow/VERB cover/NOUN	cover	omslag	täck;omslag;täcke;covers;täcken;cov;cover;täckmantel
blow someone's mind	yes	my/DET mind/NOUN /PUNCT blew/VERB	mind	sinne	hjärna;sinnet;tänka;sinne;tanke;sinn;sinnen
blow the lid off	yes	lid/NOUN blown/VERB off/ADP	lid	lock	lock;locken;locket
blow your own trumpet	yes	blowing/VERB your/DET own/ADJ trumpet/NOUN blow/VERB	trumpet	trump;trumpet	trumpeter;trump;trumpet;basun
blow your top	yes	blow/VERB your/DET top/NOUN	top	topp	hög;toppar;topp;överst;max;toppen;högst;upp;toppe
bob's your uncle	yes	bob/PROPN s/PART your/DET uncle/NOUN /PUNCT	uncle	farbror	morbra;farbror;farbroder;farbröder;morbröder;farbröd;morbrod;morbror;farbrod
body blow	yes	body/NOUN blow/NOUN	body blow	kropp blåsa	kroppen;lik;kropp;kroppar smälla;blåst;blows;blo;blåsa;smäller;blås;slag;smäll
boots and all	yes	boot/NOUN and/CCONJ all/DET	boot	känga	stövlar;starta;boot;uppstart;stövel;känga;kängor;boots;bo;start
bottom drawer	yes	bottom/ADJ drawer/NOUN	drawer	låda	byrålåda;lådor;Låda;utdrag;låda
bounce off the walls	yes	off/ADP walls/NOUN bounced/VERB	walls	väggar;vägg	murar;väggen;väggar;vägg;Vägg;mur
