a hair's breadth	yes	hair/NOUN s/PART breadth/NOUN	hair breadth	capello;capelli ampiezza	pelo;capello;capelli;peli larghezze;ampiezza;wide;estensione;larghezza;wides
a little bird told me	yes	little/ADJ bird/NOUN told/VERB me/PRON tells/VERB	bird	uccello	bird;Uccelli;uccellare;uccello;uccelli;uccellino
a penny for your thoughts	yes	penny/NOUN for/ADP your/DET thoughts/NOUN	penny thoughts	centesimo pensieri;pensiero	Penny;Pence;centesimo;penny;pence pensare;pensato;pensiero;idea;pensierino;pensieri
a pretty penny	yes	pretty/ADJ penny/NOUN	penny	centesimo	Penny;Pence;centesimo;penny;pence
above board	yes	above/ADP board/NOUN	board	tavola	tabellone;tavola;board;schede;lavagna;scheda;tavole;boards
above par	yes	above/ADP par/NOUN	par	par	par;parsa;parere;pars
across the board	yes	across/ADP board/NOUN	board	tavola	tabellone;tavola;board;schede;lavagna;scheda;tavole;boards
act of god	yes	of/ADP god/PROPN act/NOUN	act	atto	finta;acts;messinscena;recitare;fintare;agire;atto;act;agisce;recita;atti;agisci
add fuel to the fire	yes	fuel/NOUN to/ADP fire/NOUN	fuel fire	carburante;carburare fuoco	combustibile;carburanti;benzina;fuel;combustibili;carburante;carburare fuochi;fuoco;incendio;incendi;Fuoco
add insult to injury	yes	insult/NOUN to/ADP injury/NOUN add/VERB	insult injury	insultare;insulto lesione	insultare;insulti;insulto ferito;infortunio;lesioni;ferite;infortuni;ferire;lesione;ferita
against the grain	yes	against/ADP grain/NOUN	grain	grano;granire	chicco;grana;grani;granire;granelli;granaglie;grano;granello
ahead of the curve	yes	ahead/ADV of/ADP curve/NOUN	curve	curva;curvare	curve;;curva;curvare
ahead of the game	yes	ahead/ADV of/ADP game/NOUN	game	gioco	giochi;gioco;game;games;giochetto
all bets are off	yes	all/DET bets/NOUN were/AUX off/ADV are/AUX	bets	scommesse;scommettere	puntare;punta;scommetto;puntata;bet;scommesse;scommettere;scommette;puntate;scommetti;scommessa
all hell broke loose	yes	all/DET hell/NOUN broke/VERB loose/ADV	hell	inferno	inferno;diamine;diavolo
all in a day's work	yes	all/DET in/ADP day/NOUN s/PART work/NOUN	day work	giorno opera	giorno;giorni;days;day seria;funziona;serio;opera;funzionare;lavorare;lavoro;lavora
