Mind, he 'd crashed in on the situation pretty damn quickly, stepping in and being nice to her almost before she had dried her eyes, trying to get her on the rebound.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	on the rebound	figurative	identical	PROPN PRON VERB VERB PART ADP DET NOUN ADV ADV ADV VERB ADP CCONJ VERB ADJ ADP PRON ADV ADP PRON VERB VERB ADJ NOUN VERB PART VERB PRON ADP DET NOUN	▁Min d , ▁he ▁' d ▁crash ed ▁in ▁on ▁the ▁situation ▁pretty ▁dam n ▁quickly , ▁stepping ▁in ▁and ▁being ▁nice ▁to ▁her ▁almost ▁before ▁she ▁had ▁dried ▁her ▁eyes , ▁trying ▁to ▁get ▁her ▁on ▁the ▁rebound .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	PROPN PROPN PROPN PRON VERB VERB VERB VERB PART ADP DET NOUN ADV ADV ADV ADV ADV VERB ADP CCONJ VERB ADJ ADP PRON ADV ADP PRON VERB VERB ADJ NOUN NOUN VERB PART VERB PRON ADP DET NOUN NOUN
He said he took heroin for the first time when he was on the rebound from a broken relationship.	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0	on the rebound	figurative	identical	PRON VERB PRON VERB NOUN ADP DET ADJ NOUN ADV PRON VERB ADP DET NOUN ADP DET ADJ NOUN	▁He ▁said ▁he ▁took ▁heroin ▁for ▁the ▁first ▁time ▁when ▁he ▁was ▁on ▁the ▁rebound ▁from ▁a ▁broken ▁relationship .	0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0	PRON VERB PRON VERB NOUN ADP DET ADJ NOUN ADV PRON VERB ADP DET NOUN ADP DET ADJ NOUN NOUN
United would have sent Rangers into tomorrow night's match at Motherwell on the rebound from their first defeat in 37 matches, too, had it not been for the exceptional goalkeeping of Andy Goram once again.	0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	on the rebound	figurative	identical	PROPN VERB VERB VERB PROPN ADP NOUN NOUN NOUN ADP PROPN ADP DET NOUN ADP ADJ ADJ NOUN ADP NUM NOUN ADV VERB PRON ADV VERB ADP DET ADJ NOUN ADP PROPN PROPN ADV ADV	▁United ▁would ▁have ▁sent ▁Range rs ▁into ▁tomorrow ▁night ' s ▁match ▁at ▁M other well ▁on ▁the ▁rebound ▁from ▁their ▁first ▁defeat ▁in ▁37 ▁matches , ▁too , ▁had ▁it ▁not ▁been ▁for ▁the ▁exceptional ▁goal keeping ▁of ▁And y ▁Go ram ▁once ▁again .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN VERB VERB VERB PROPN PROPN ADP NOUN NOUN NOUN NOUN NOUN ADP PROPN PROPN PROPN ADP DET NOUN ADP ADJ ADJ NOUN ADP NUM NOUN NOUN ADV ADV VERB PRON ADV VERB ADP DET ADJ NOUN NOUN ADP PROPN PROPN PROPN PROPN ADV ADV ADV
And then you 're going up again on a surprisingly gentle rebound.	0 0 0 0 0 0 0 1 0 0 0 1	on the rebound	literal	combined-other	CCONJ ADV PRON VERB VERB PART ADV ADP DET ADV ADJ NOUN	▁And ▁then ▁you ▁' re ▁going ▁up ▁again ▁on ▁a ▁surprising ly ▁gentle ▁rebound .	0 0 0 0 0 0 0 0 1 0 0 0 0 1 1	CCONJ ADV PRON VERB VERB VERB PART ADV ADP DET ADV ADV ADJ NOUN NOUN
Lie is a nasty word and those in politics ten who use it tend to get hit by it on the rebound.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	on the rebound	figurative	identical	NOUN VERB DET ADJ NOUN CCONJ DET ADP NOUN NUM NOUN VERB PRON VERB PART VERB VERB ADP PRON ADP DET NOUN	▁L ie ▁is ▁a ▁na s ty ▁word ▁and ▁those ▁in ▁politics ▁ten ▁who ▁use ▁it ▁tend ▁to ▁get ▁hit ▁by ▁it ▁on ▁the ▁rebound .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	NOUN NOUN VERB DET ADJ ADJ ADJ NOUN CCONJ DET ADP NOUN NUM NOUN VERB PRON VERB PART VERB VERB ADP PRON ADP DET NOUN NOUN
Love on the rebound?	0 1 0 1	on the rebound	figurative	identical	VERB ADP DET NOUN	▁Lo ve ▁on ▁the ▁rebound ?	0 0 1 0 1 1	VERB VERB ADP DET NOUN NOUN
You could say it was on the rebound but I had no reason to regret it.	0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0	on the rebound	figurative	identical	PRON VERB VERB PRON VERB ADP DET NOUN CCONJ PRON VERB DET NOUN PART VERB PRON	▁You ▁could ▁say ▁it ▁was ▁on ▁the ▁rebound ▁but ▁I ▁had ▁no ▁reason ▁to ▁regret ▁it .	0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0	PRON VERB VERB PRON VERB ADP DET NOUN CCONJ PRON VERB DET NOUN PART VERB PRON PRON
But Susan Einzig had a more significant, also more complex, place in his life : though to all appearances she and Minton were a couple, he used her as a decoy to attract into their orbit, through her role as the attractive elder woman, keen on dancing and having a good time, the lusty heterosexual students whose company Minton needed and whom, when rebuffed by Susan, he scooped up on the rebound, with mocking asides about the inadequacy of women.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0	on the rebound	figurative	identical	CCONJ PROPN PROPN VERB DET ADV ADJ ADV ADV ADJ NOUN ADP ADJ NOUN PUNCT ADV ADP DET NOUN PRON CCONJ PROPN VERB DET NOUN PRON VERB PRON ADP DET NOUN PART VERB ADP ADJ NOUN ADP ADJ NOUN ADP DET ADJ ADJ NOUN ADJ ADP VERB CCONJ VERB DET ADJ NOUN DET ADJ ADJ NOUN ADJ NOUN PROPN VERB CCONJ NOUN ADV VERB ADP PROPN PRON VERB PART ADP DET NOUN ADP ADJ NOUN ADP DET NOUN ADP NOUN	▁But ▁Su s an ▁E in zi g ▁had ▁a ▁more ▁significant , ▁also ▁more ▁complex , ▁place ▁in ▁his ▁life ▁ : ▁though ▁to ▁all ▁appearance s ▁she ▁and ▁Min ton ▁were ▁a ▁couple , ▁he ▁used ▁her ▁as ▁a ▁dec oy ▁to ▁attract ▁into ▁their ▁or bit , ▁through ▁her ▁role ▁as ▁the ▁attractive ▁e lder ▁woman , ▁keen ▁on ▁d ancing ▁and ▁having ▁a ▁good ▁time , ▁the ▁lust y ▁hetero sexual ▁students ▁whose ▁company ▁Min ton ▁needed ▁and ▁whom , ▁when ▁re b uff ed ▁by ▁Su s an , ▁he ▁sc oo ped ▁up ▁on ▁the ▁rebound , ▁with ▁mock ing ▁aside s ▁about ▁the ▁inadequacy ▁of ▁women .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0	CCONJ PROPN PROPN PROPN PROPN PROPN PROPN PROPN VERB DET ADV ADJ ADJ ADV ADV ADJ ADJ NOUN ADP ADJ NOUN PUNCT PUNCT ADV ADP DET NOUN NOUN PRON CCONJ PROPN PROPN VERB DET NOUN NOUN PRON VERB PRON ADP DET NOUN NOUN PART VERB ADP ADJ NOUN NOUN NOUN ADP ADJ NOUN ADP DET ADJ ADJ ADJ NOUN NOUN ADJ ADP VERB VERB CCONJ VERB DET ADJ NOUN NOUN DET ADJ ADJ ADJ ADJ NOUN ADJ NOUN PROPN PROPN VERB CCONJ NOUN NOUN ADV VERB VERB VERB VERB ADP PROPN PROPN PROPN PROPN PRON VERB VERB VERB PART ADP DET NOUN NOUN ADP ADJ ADJ NOUN NOUN ADP DET NOUN ADP NOUN NOUN
A market slow to collapse seems to be on the rebound	0 0 0 0 0 0 0 0 1 0 1	on the rebound	figurative	identical	DET NOUN ADJ PART VERB VERB PART VERB ADP DET NOUN	▁A ▁market ▁slow ▁to ▁collapse ▁seems ▁to ▁be ▁on ▁the ▁rebound	0 0 0 0 0 0 0 0 1 0 1	DET NOUN ADJ PART VERB VERB PART VERB ADP DET NOUN
It was on the rebound from Higginbotham that she took up with the first boy that she came near to liking.	0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	on the rebound	figurative	identical	PRON VERB ADP DET NOUN ADP PROPN ADP PRON VERB PART ADP DET ADJ NOUN ADJ PRON VERB ADV ADP VERB	▁It ▁was ▁on ▁the ▁rebound ▁from ▁Hi gg in both am ▁that ▁she ▁took ▁up ▁with ▁the ▁first ▁boy ▁that ▁she ▁came ▁near ▁to ▁li king .	0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB ADP DET NOUN ADP PROPN PROPN PROPN PROPN PROPN ADP PRON VERB PART ADP DET ADJ NOUN ADJ PRON VERB ADV ADP VERB VERB VERB
