Sandy had given the boat a hefty kick before collapsing on the beach in stitches.’	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1	in stitches	figurative	dashes	PROPN VERB VERB DET NOUN DET ADJ NOUN ADP VERB ADP DET NOUN ADP PUNCT	▁Sand y ▁had ▁given ▁the ▁boat ▁a ▁he ft y ▁kick ▁before ▁col lapsing ▁on ▁the ▁be ach ▁in ▁stitch es . ’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 1	PROPN PROPN VERB VERB DET NOUN DET ADJ ADJ ADJ NOUN ADP VERB VERB ADP DET NOUN NOUN ADP PUNCT PUNCT PUNCT PUNCT
I had your own two kiddies in stitches. "	0 0 0 0 0 0 1 1 0	in stitches	figurative	identical	PRON VERB ADJ ADJ NUM NOUN ADP NOUN PUNCT	▁I ▁had ▁your ▁own ▁two ▁kid dies ▁in ▁stitch es . ▁"	0 0 0 0 0 0 0 1 1 1 1 0	PRON VERB ADJ ADJ NUM NOUN NOUN ADP NOUN NOUN NOUN PUNCT
In fact, Lynn Setterington's quilt, with its motifs sketched in tiny running stitches appeared to have more in common with the Bangladeshi Kantha tradition, or Northumbrian quilts, than the clothes of the British aristocracy.	0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in stitches	literal	insertion-other	ADP NOUN PROPN PROPN NOUN ADP ADJ NOUN VERB ADP ADJ VERB NOUN VERB PART VERB ADJ ADP ADJ ADP DET PROPN PROPN NOUN CCONJ ADJ NOUN ADP DET NOUN ADP DET ADJ NOUN	▁In ▁fact , ▁L y nn ▁Se ttering ton ' s ▁qui lt , ▁with ▁its ▁motifs ▁sketch ed ▁in ▁tiny ▁running ▁stitch es ▁appeared ▁to ▁have ▁more ▁in ▁common ▁with ▁the ▁Bangladesh i ▁K ant ha ▁tradition , ▁or ▁North um br ian ▁qui lt s , ▁than ▁the ▁clothes ▁of ▁the ▁British ▁ arist oc racy .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP NOUN NOUN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN NOUN NOUN NOUN ADP ADJ NOUN VERB VERB ADP ADJ VERB NOUN NOUN VERB PART VERB ADJ ADP ADJ ADP DET PROPN PROPN PROPN PROPN PROPN NOUN NOUN CCONJ ADJ ADJ ADJ ADJ NOUN NOUN NOUN NOUN ADP DET NOUN ADP DET ADJ NOUN NOUN NOUN NOUN NOUN
He has had the players in stitches over the past few weeks when we have relaxed after our training sessions at Lilleshall by having a game of pool.	0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in stitches	figurative	identical	PRON VERB VERB DET NOUN ADP NOUN ADP DET ADJ ADJ NOUN ADV PRON VERB VERB ADP ADJ NOUN NOUN ADP PROPN ADP VERB DET NOUN ADP NOUN	▁He ▁has ▁had ▁the ▁players ▁in ▁stitch es ▁over ▁the ▁past ▁few ▁weeks ▁when ▁we ▁have ▁relaxed ▁after ▁our ▁training ▁sessions ▁at ▁L ille shall ▁by ▁having ▁a ▁game ▁of ▁pool .	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB VERB DET NOUN ADP NOUN NOUN ADP DET ADJ ADJ NOUN ADV PRON VERB VERB ADP ADJ NOUN NOUN ADP PROPN PROPN PROPN ADP VERB DET NOUN ADP NOUN NOUN
The sight of him also had her in stitches.	0 0 0 0 0 0 0 1 1	in stitches	figurative	identical	DET NOUN ADP PRON ADV VERB PRON ADP NOUN	▁The ▁sight ▁of ▁him ▁also ▁had ▁her ▁in ▁stitch es .	0 0 0 0 0 0 0 1 1 1 1	DET NOUN ADP PRON ADV VERB PRON ADP NOUN NOUN NOUN
Botham's pals were in stitches, but Lander was warned : ‘ You 'll go in the sea or an appropriate river before we get to Margate.’	0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in stitches	figurative	identical	PROPN NOUN VERB ADP NOUN CCONJ PROPN VERB VERB PUNCT PUNCT PRON VERB VERB ADP DET NOUN CCONJ DET ADJ NOUN ADP PRON VERB ADP NOUN	▁Both am ' s ▁p al s ▁were ▁in ▁stitch es , ▁but ▁Land er ▁was ▁warned ▁ : ▁ ‘ ▁You ▁' ll ▁go ▁in ▁the ▁sea ▁or ▁an ▁appropriate ▁river ▁before ▁we ▁get ▁to ▁Mar gate . ’	0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN PROPN PROPN NOUN NOUN NOUN VERB ADP NOUN NOUN NOUN CCONJ PROPN PROPN VERB VERB PUNCT PUNCT PUNCT PUNCT PRON VERB VERB VERB ADP DET NOUN CCONJ DET ADJ NOUN ADP PRON VERB ADP NOUN NOUN NOUN NOUN
One knitter wanted just an ordinary pattern in stitch Pattern A, starting on R1.	0 0 0 0 0 0 0 1 1 0 0 0 0 0	in stitches	literal	inflection	NUM NOUN VERB ADV DET ADJ NOUN ADP NOUN PROPN PROPN VERB ADP PROPN	▁One ▁knit ter ▁wanted ▁just ▁an ▁ordinary ▁pattern ▁in ▁stitch ▁Patt ern ▁A , ▁starting ▁on ▁R 1.	0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0	NUM NOUN NOUN VERB ADV DET ADJ NOUN ADP NOUN PROPN PROPN PROPN PROPN VERB ADP PROPN PROPN
The leaves and stems are in simple chain stitch.	0 0 0 0 0 1 0 0 1	in stitches	literal	combined-inflection	DET NOUN CCONJ VERB VERB ADP ADJ NOUN NOUN	▁The ▁leaves ▁and ▁stems ▁are ▁in ▁simple ▁chain ▁stitch .	0 0 0 0 0 1 0 0 1 1	DET NOUN CCONJ VERB VERB ADP ADJ NOUN NOUN NOUN
His last two articles ‘ Baby Talk’ and ‘ Horse for Sale’really had me in stitches.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1	in stitches	figurative	identical	ADJ ADJ NUM NOUN PART PROPN PROPN CCONJ NUM NOUN ADP ADV VERB PRON ADP NOUN	▁His ▁last ▁two ▁articles ▁ ‘ ▁ Baby ▁Talk ’ ▁and ▁ ‘ ▁Horse ▁for ▁Sale ’ re ally ▁had ▁me ▁in ▁stitch es .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1	ADJ ADJ NUM NOUN PART PART PROPN PROPN PROPN PROPN CCONJ NUM NUM NOUN ADP ADV ADV ADV ADV VERB PRON ADP NOUN NOUN NOUN
It had me in stitches a lot of the time and definitely wasn't just for the kids.’	0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0	in stitches	figurative	identical	PRON VERB PRON ADP NOUN DET NOUN ADP DET NOUN CCONJ ADV VERB ADV ADP DET NOUN	▁It ▁had ▁me ▁in ▁stitch es ▁a ▁lot ▁of ▁the ▁time ▁and ▁definitely ▁was n ' t ▁just ▁for ▁the ▁kid s . ’	0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB PRON ADP NOUN NOUN DET NOUN ADP DET NOUN CCONJ ADV VERB VERB VERB VERB ADV ADP DET NOUN NOUN NOUN NOUN
HAPPY Nicholas Brennan was in stitches at his wedding — after an emergency operation.	0 0 0 0 1 1 0 0 0 0 0 0 0 0	in stitches	figurative	identical	PROPN PROPN PROPN VERB ADP NOUN ADP ADJ NOUN PUNCT ADP DET NOUN NOUN	▁HA PP Y ▁Nichol as ▁Brenn an ▁was ▁in ▁stitch es ▁at ▁his ▁we dding ▁ — ▁after ▁an ▁emergency ▁operation .	0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0	PROPN PROPN PROPN PROPN PROPN PROPN PROPN VERB ADP NOUN NOUN ADP ADJ NOUN NOUN PUNCT PUNCT ADP DET NOUN NOUN NOUN
Thus a sweater with front and back in tuck stitch and sleeves in stocking stitch would have to be split into two files, one containing the front and back pieces and another containing the two sleeves.	0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in stitches	literal	combined-inflection	ADV DET NOUN ADP NOUN CCONJ ADV ADP NOUN NOUN CCONJ VERB ADP NOUN NOUN VERB VERB PART VERB VERB ADP NUM NOUN NUM VERB DET NOUN CCONJ ADJ NOUN CCONJ DET VERB DET NUM NOUN	▁Thus ▁a ▁sweat er ▁with ▁front ▁and ▁back ▁in ▁t uck ▁stitch ▁and ▁sleeves ▁in ▁stocking ▁stitch ▁would ▁have ▁to ▁be ▁split ▁into ▁two ▁files , ▁one ▁containing ▁the ▁front ▁and ▁back ▁pieces ▁and ▁another ▁containing ▁the ▁two ▁sleeves .	0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV DET NOUN NOUN ADP NOUN CCONJ ADV ADP NOUN NOUN NOUN CCONJ VERB ADP NOUN NOUN VERB VERB PART VERB VERB ADP NUM NOUN NOUN NUM VERB DET NOUN CCONJ ADJ NOUN CCONJ DET VERB DET NUM NOUN NOUN
And his own unique brand of droll self - mockery had his audiences in stitches.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1	in stitches	figurative	identical	CCONJ ADJ ADJ ADJ NOUN ADP NOUN NOUN PUNCT NOUN VERB ADJ NOUN ADP NOUN	▁And ▁his ▁own ▁unique ▁brand ▁of ▁d roll ▁self ▁- ▁mock ery ▁had ▁his ▁audience s ▁in ▁stitch es .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1	CCONJ ADJ ADJ ADJ NOUN ADP NOUN NOUN NOUN PUNCT NOUN NOUN VERB ADJ NOUN NOUN ADP NOUN NOUN NOUN
He used to have us in stitches at times at Aberdeen, and I 'm sure he does at United.	0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0	in stitches	figurative	identical	PRON VERB PART VERB PRON ADP NOUN ADP NOUN ADP PROPN CCONJ PRON VERB ADJ PRON VERB ADP PROPN	▁He ▁used ▁to ▁have ▁us ▁in ▁stitch es ▁at ▁times ▁at ▁A ber de en , ▁and ▁I ▁' m ▁sure ▁he ▁does ▁at ▁United .	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB PART VERB PRON ADP NOUN NOUN ADP NOUN ADP PROPN PROPN PROPN PROPN PROPN CCONJ PRON VERB VERB ADJ PRON VERB ADP PROPN PROPN
Leaflet number 7071 shows a stocking stitch sweater with garter stitch and cable trimmed sleeves ; leaflet 7072 offers a lovely textured sweater in knot stitch round necked cardigan and sweater pattern ; leaflet 7073 includes instructions for a classic stocking stitch round necked cardigan and sweater pattern ; leaflet 7074 features a textured coat with hood.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	in stitches	literal	combined-inflection	NOUN NOUN NUM VERB DET NOUN NOUN NOUN ADP NOUN NOUN CCONJ NOUN VERB NOUN PUNCT NOUN NUM VERB DET ADJ VERB NOUN ADP NOUN NOUN ADJ ADJ NOUN CCONJ NOUN NOUN PUNCT NOUN NUM VERB NOUN ADP DET ADJ NOUN NOUN ADJ ADJ NOUN CCONJ NOUN NOUN PUNCT NOUN NUM VERB DET VERB NOUN ADP NOUN	▁Leaflet ▁number ▁70 71 ▁shows ▁a ▁stocking ▁stitch ▁sweat er ▁with ▁gar ter ▁stitch ▁and ▁cable ▁trimmed ▁sleeves ▁ ; ▁leaflet ▁70 72 ▁offers ▁a ▁love ly ▁ textured ▁sweat er ▁in ▁k not ▁stitch ▁round ▁neck ed ▁card igan ▁and ▁sweat er ▁pattern ▁ ; ▁leaflet ▁70 73 ▁includes ▁instructions ▁for ▁a ▁classic ▁stocking ▁stitch ▁round ▁neck ed ▁card igan ▁and ▁sweat er ▁pattern ▁ ; ▁leaflet ▁70 74 ▁features ▁a ▁ textured ▁coat ▁with ▁ hood .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	NOUN NOUN NUM NUM VERB DET NOUN NOUN NOUN NOUN ADP NOUN NOUN NOUN CCONJ NOUN VERB NOUN PUNCT PUNCT NOUN NUM NUM VERB DET ADJ ADJ VERB VERB NOUN NOUN ADP NOUN NOUN NOUN ADJ ADJ ADJ NOUN NOUN CCONJ NOUN NOUN NOUN PUNCT PUNCT NOUN NUM NUM VERB NOUN ADP DET ADJ NOUN NOUN ADJ ADJ ADJ NOUN NOUN CCONJ NOUN NOUN NOUN PUNCT PUNCT NOUN NUM NUM VERB DET VERB VERB NOUN ADP NOUN NOUN NOUN
In class he would play the clown and have the other boys in stitches, but a teacher would walk in and all fingers would point to him.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	in stitches	figurative	identical	ADP NOUN PRON VERB VERB DET NOUN CCONJ VERB DET ADJ NOUN ADP NOUN CCONJ DET NOUN VERB VERB ADV CCONJ DET NOUN VERB VERB ADP PRON	▁In ▁class ▁he ▁would ▁play ▁the ▁cl own ▁and ▁have ▁the ▁other ▁boys ▁in ▁stitch es , ▁but ▁a ▁teacher ▁would ▁walk ▁in ▁and ▁all ▁fingers ▁would ▁point ▁to ▁him .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP NOUN PRON VERB VERB DET NOUN NOUN CCONJ VERB DET ADJ NOUN ADP NOUN NOUN NOUN CCONJ DET NOUN VERB VERB ADV CCONJ DET NOUN VERB VERB ADP PRON PRON
He was a brilliant raconteur, with a wicked wit and a razor tongue, and he had them all in stitches.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1	in stitches	figurative	identical	PRON VERB DET ADJ NOUN ADP DET ADJ NOUN CCONJ DET NOUN NOUN CCONJ PRON VERB PRON DET ADP NOUN	▁He ▁was ▁a ▁brilliant ▁ra con teur , ▁with ▁a ▁wicked ▁wit ▁and ▁a ▁razor ▁tongue , ▁and ▁he ▁had ▁them ▁all ▁in ▁stitch es .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1	PRON VERB DET ADJ NOUN NOUN NOUN NOUN ADP DET ADJ NOUN CCONJ DET NOUN NOUN NOUN CCONJ PRON VERB PRON DET ADP NOUN NOUN NOUN
