He admitted his hit factory had stagemanaged much of her career, using the age - old ploy of staying ahead of the game.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	ahead of the game	figurative	identical	PRON VERB ADJ NOUN NOUN VERB VERB ADJ ADP ADJ NOUN VERB DET NOUN PUNCT ADJ NOUN ADP VERB ADV ADP DET NOUN	▁He ▁admitted ▁his ▁hit ▁factory ▁had ▁stage man aged ▁much ▁of ▁her ▁career , ▁using ▁the ▁age ▁- ▁old ▁ ploy ▁of ▁staying ▁ahead ▁of ▁the ▁game .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	PRON VERB ADJ NOUN NOUN VERB VERB VERB VERB ADJ ADP ADJ NOUN NOUN VERB DET NOUN PUNCT ADJ NOUN NOUN ADP VERB ADV ADP DET NOUN NOUN
In the first place, his rehearsals were always scrupulously prepared ; in the second, he generally tried to ensure that the players themselves felt that they were ahead of the game.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1	ahead of the game	figurative	identical	ADP DET ADJ NOUN ADJ NOUN VERB ADV ADV ADJ PUNCT ADP DET NOUN PRON ADV VERB PART VERB ADP DET NOUN PRON VERB ADP PRON VERB ADV ADP DET NOUN	▁In ▁the ▁first ▁place , ▁his ▁re he ars al s ▁were ▁always ▁ scrupulous ly ▁prepared ▁ ; ▁in ▁the ▁second , ▁he ▁generally ▁tried ▁to ▁ensure ▁that ▁the ▁players ▁themselves ▁felt ▁that ▁they ▁were ▁ahead ▁of ▁the ▁game .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1	ADP DET ADJ NOUN NOUN ADJ NOUN NOUN NOUN NOUN NOUN VERB ADV ADV ADV ADV ADJ PUNCT PUNCT ADP DET NOUN NOUN PRON ADV VERB PART VERB ADP DET NOUN PRON VERB ADP PRON VERB ADV ADP DET NOUN NOUN
Trying to stay ahead of the game now that Unix System Laboratories Inc is soon to have the weight of Novell Inc behind it, Santa Cruz Operation Inc — in conjunction with its IXI division — says it will begin to offer a fully integrated Common Open Software Environment system as soon as possible, something it believes few outfits have the resources to do.	0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ahead of the game	figurative	identical	VERB PART VERB ADV ADP DET NOUN ADV ADP PROPN PROPN PROPN PROPN VERB ADV PART VERB DET NOUN ADP PROPN PROPN ADP PRON PROPN PROPN PROPN PROPN PUNCT ADP NOUN ADP ADJ PROPN NOUN PUNCT VERB PRON VERB VERB PART VERB DET ADV VERB PROPN PROPN PROPN PROPN NOUN ADV ADV ADP ADJ NOUN PRON VERB ADJ NOUN VERB DET NOUN PART VERB	▁T ry ing ▁to ▁stay ▁ahead ▁of ▁the ▁game ▁now ▁that ▁Un ix ▁System ▁Laboratories ▁Inc ▁is ▁soon ▁to ▁have ▁the ▁weight ▁of ▁Nov ell ▁Inc ▁behind ▁it , ▁Santa ▁Cr uz ▁Operation ▁Inc ▁ — ▁in ▁conjuncti on ▁with ▁its ▁IX I ▁division ▁ — ▁says ▁it ▁will ▁begin ▁to ▁offer ▁a ▁fully ▁integrated ▁Common ▁Open ▁ Software ▁Environment ▁system ▁as ▁soon ▁as ▁possible , ▁something ▁it ▁believes ▁few ▁out fit s ▁have ▁the ▁resources ▁to ▁do .	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	VERB VERB VERB PART VERB ADV ADP DET NOUN ADV ADP PROPN PROPN PROPN PROPN PROPN VERB ADV PART VERB DET NOUN ADP PROPN PROPN PROPN ADP PRON PRON PROPN PROPN PROPN PROPN PROPN PUNCT PUNCT ADP NOUN NOUN ADP ADJ PROPN PROPN NOUN PUNCT PUNCT VERB PRON VERB VERB PART VERB DET ADV VERB PROPN PROPN PROPN PROPN PROPN NOUN ADV ADV ADP ADJ ADJ NOUN PRON VERB ADJ NOUN NOUN NOUN VERB DET NOUN PART VERB VERB
We have to ensure that European companies ‘ get ahead of the game’, investing in clean, safe and environmentally benign processes and products that will meet the demands of consumers and environmental regulators throughout the world.	0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ahead of the game	figurative	dashes	PRON VERB PART VERB ADP ADJ NOUN VERB VERB ADV ADP DET NOUN VERB ADP ADJ ADJ CCONJ ADV ADJ NOUN CCONJ NOUN ADJ VERB VERB DET NOUN ADP NOUN CCONJ ADJ NOUN ADP DET NOUN	▁We ▁have ▁to ▁ensure ▁that ▁European ▁companies ▁ ‘ ▁get ▁ahead ▁of ▁the ▁game ’ , ▁investing ▁in ▁clean , ▁safe ▁and ▁environmentally ▁be nign ▁processes ▁and ▁products ▁that ▁will ▁meet ▁the ▁demands ▁of ▁consumers ▁and ▁environmental ▁regulators ▁throughout ▁the ▁world .	0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB PART VERB ADP ADJ NOUN VERB VERB VERB ADV ADP DET NOUN NOUN NOUN VERB ADP ADJ ADJ ADJ CCONJ ADV ADJ ADJ NOUN CCONJ NOUN ADJ VERB VERB DET NOUN ADP NOUN CCONJ ADJ NOUN ADP DET NOUN NOUN
So stay ahead of the game and don't miss TODAY tomorrow and every Saturday.	0 0 1 1 0 1 0 0 0 0 0 0 0 0	ahead of the game	figurative	identical	CCONJ VERB ADV ADP DET NOUN CCONJ VERB VERB NOUN NOUN CCONJ DET PROPN	▁So ▁stay ▁ahead ▁of ▁the ▁game ▁and ▁don ' t ▁miss ▁TO DAY ▁tomorrow ▁and ▁every ▁Saturday .	0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	CCONJ VERB ADV ADP DET NOUN CCONJ VERB VERB VERB VERB NOUN NOUN NOUN CCONJ DET PROPN PROPN
By contrast, the proactionary principle is associated with self - styled futurists, for whom being “ human ” is defined by our capacity to keep ahead of the game when taking calculated risks, whether by benefiting from success or learning from failure.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0	ahead of the game	figurative	identical	ADP NOUN DET ADJ NOUN VERB VERB ADP NOUN PUNCT VERB NOUN ADP NOUN VERB PUNCT ADJ PUNCT VERB VERB ADP ADJ NOUN PART VERB ADV ADP DET NOUN ADV VERB ADJ NOUN ADP ADP VERB ADP NOUN CCONJ VERB ADP NOUN	▁By ▁contrast , ▁the ▁pro action ary ▁principle ▁is ▁associated ▁with ▁self ▁- ▁style d ▁fu tur ists , ▁for ▁whom ▁being ▁ “ ▁human ▁ ” ▁is ▁defined ▁by ▁our ▁capacity ▁to ▁keep ▁ahead ▁of ▁the ▁game ▁when ▁taking ▁calculated ▁risks , ▁whether ▁by ▁benefiting ▁from ▁success ▁or ▁learning ▁from ▁failure .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP NOUN NOUN DET ADJ ADJ ADJ NOUN VERB VERB ADP NOUN PUNCT VERB VERB NOUN NOUN NOUN NOUN ADP NOUN VERB PUNCT PUNCT ADJ PUNCT PUNCT VERB VERB ADP ADJ NOUN PART VERB ADV ADP DET NOUN ADV VERB ADJ NOUN NOUN ADP ADP VERB ADP NOUN CCONJ VERB ADP NOUN NOUN
The Forest Enterprise are well ahead of the game as far as provision for off - road facilities is concerned.	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0	ahead of the game	figurative	identical	DET PROPN NOUN VERB ADV ADV ADP DET NOUN ADV ADV ADP NOUN ADP ADP PUNCT NOUN NOUN VERB VERB	▁The ▁Forest ▁Enterprise ▁are ▁well ▁ahead ▁of ▁the ▁game ▁as ▁far ▁as ▁provision ▁for ▁off ▁- ▁road ▁facilities ▁is ▁concerned .	0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	DET PROPN NOUN VERB ADV ADV ADP DET NOUN ADV ADV ADP NOUN ADP ADP PUNCT NOUN NOUN VERB VERB VERB
You have to know how to keep ahead of this game if you don't want to wind up in a wooden trenchcoat.	0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0	ahead of the game	figurative	determiner-narrow	PRON VERB PART VERB ADV PART VERB ADV ADP DET NOUN ADP PRON VERB VERB PART VERB PART ADP DET ADJ NOUN	▁You ▁have ▁to ▁know ▁how ▁to ▁keep ▁ahead ▁of ▁this ▁game ▁if ▁you ▁don ' t ▁want ▁to ▁wind ▁up ▁in ▁a ▁wooden ▁tre nch co at .	0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON VERB PART VERB ADV PART VERB ADV ADP DET NOUN ADP PRON VERB VERB VERB VERB PART VERB PART ADP DET ADJ NOUN NOUN NOUN NOUN NOUN
If you are inclined to take Frownies seriously, and wish to be well ahead of the game, you need look no farther than Clare Maxwell - Hudson's office in north London, where the notion that anti - frown plasters are a new idea from the USA met with shrieks of incredulity.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ahead of the game	figurative	identical	ADP PRON VERB ADJ PART VERB NOUN ADV CCONJ VERB PART VERB ADV ADV ADP DET NOUN PRON VERB VERB ADV ADV ADP PROPN PROPN PUNCT PROPN NOUN ADP NOUN PROPN ADV DET NOUN ADP ADV PUNCT ADJ NOUN VERB DET ADJ NOUN ADP DET PROPN VERB ADP NOUN ADP NOUN	▁If ▁you ▁are ▁in clined ▁to ▁take ▁Fr own ies ▁seriously , ▁and ▁wish ▁to ▁be ▁well ▁ahead ▁of ▁the ▁game , ▁you ▁need ▁look ▁no ▁far the r ▁than ▁Clar e ▁Max well ▁- ▁Hu d son ' s ▁office ▁in ▁north ▁London , ▁where ▁the ▁notion ▁that ▁anti ▁- ▁fr own ▁plaster s ▁are ▁a ▁new ▁idea ▁from ▁the ▁USA ▁met ▁with ▁sh rie ks ▁of ▁in cr ed ul ity .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP PRON VERB ADJ ADJ PART VERB NOUN NOUN NOUN ADV ADV CCONJ VERB PART VERB ADV ADV ADP DET NOUN NOUN PRON VERB VERB ADV ADV ADV ADV ADP PROPN PROPN PROPN PROPN PUNCT PROPN PROPN PROPN PROPN PROPN NOUN ADP NOUN PROPN PROPN ADV DET NOUN ADP ADV PUNCT ADJ ADJ NOUN NOUN VERB DET ADJ NOUN ADP DET PROPN VERB ADP NOUN NOUN NOUN ADP NOUN NOUN NOUN NOUN NOUN NOUN
On the other hand, rapidly emerging elites often pride themselves as ahead - of - the - game, a kind of cultural avant - garde.	0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 0 0 0 0 0 0 0	ahead of the game	figurative	dashes	ADP DET ADJ NOUN ADV VERB NOUN ADV VERB PRON ADP ADV PUNCT ADP PUNCT DET PUNCT NOUN DET NOUN ADP ADJ X PUNCT X	▁On ▁the ▁other ▁hand , ▁rapidly ▁emerging ▁el ites ▁often ▁pride ▁themselves ▁as ▁ahead ▁- ▁of ▁- ▁the ▁- ▁game , ▁a ▁kind ▁of ▁cultural ▁av ant ▁- ▁gar de .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0	ADP DET ADJ NOUN NOUN ADV VERB NOUN NOUN ADV VERB PRON ADP ADV PUNCT ADP PUNCT DET PUNCT NOUN NOUN DET NOUN ADP ADJ X X PUNCT X X X
