Financial problems aside, the company had already received the kiss of death in that, two years ago, the Department of Trade and Industry chose to feature it as a prime example of the Enterprise Initiative.	0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	kiss of death	figurative	identical	ADJ NOUN ADV DET NOUN VERB ADV VERB DET NOUN ADP NOUN ADP DET NUM NOUN ADV DET PROPN ADP PROPN CCONJ PROPN VERB PART VERB PRON ADP DET ADJ NOUN ADP DET PROPN PROPN
The fact that a scheme could be contrived that made it a working possibility for the majority of the disabled to acquire a motor car of their choice and to finance the purchase, including insurance and repair, from the allowance, was a staggering revelation to economists and particularly to the socialists of the time who regarded private enterprise as the kiss of death.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	kiss of death	figurative	identical	DET NOUN ADP DET NOUN VERB VERB VERB ADJ VERB PRON DET VERB NOUN ADP DET NOUN ADP DET ADJ PART VERB DET NOUN NOUN ADP ADJ NOUN CCONJ PART VERB DET NOUN VERB NOUN CCONJ NOUN ADP DET NOUN VERB DET ADJ NOUN ADP NOUN CCONJ ADV ADP DET NOUN ADP DET NOUN NOUN VERB ADJ NOUN ADP DET NOUN ADP NOUN
Tesco were the grocery chain and the Green Shield Stamps and it was the kiss of death for Green Shield when they did that.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0	kiss of death	figurative	identical	PROPN VERB DET NOUN NOUN CCONJ DET PROPN PROPN PROPN CCONJ PRON VERB DET NOUN ADP NOUN ADP PROPN PROPN ADV PRON VERB DET
' Kiss - of - Death Lil, that's me.	0 1 0 1 0 1 0 0 0	kiss of death	figurative	combined-other	PUNCT PROPN PUNCT ADP PUNCT PROPN PROPN DET PRON
BY HUGO DAVENPORT Barrie's classic ; a kiss of death in Amazonia ; and k. d. lang in Alaska	0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0	kiss of death	figurative	identical	ADP PROPN PROPN PROPN NOUN PUNCT DET NOUN ADP NOUN ADP PROPN PUNCT CCONJ NOUN NOUN NOUN ADP PROPN
Why should living together, in particular, be the kiss of death to hopeful marrieds?	0 0 0 0 0 0 0 0 1 1 1 0 0 0	kiss of death	figurative	identical	ADV VERB VERB ADV ADP ADJ VERB DET NOUN ADP NOUN ADP ADJ NOUN
Mountain golf is the kiss of death!’	0 0 0 0 1 1 1	kiss of death	figurative	dashes	NOUN NOUN VERB DET NOUN ADP NOUN
It is no longer the kiss of death to an actor ( watch this space ), and it's one of the few ways we have of paying the school fees on a regular basis.	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	kiss of death	figurative	identical	PRON VERB ADV ADV DET NOUN ADP NOUN ADP DET NOUN PUNCT VERB DET NOUN PUNCT CCONJ PRON NUM ADP DET ADJ NOUN PRON VERB ADP VERB DET NOUN NOUN ADP DET ADJ NOUN
Privation and danger slowly expose the weakness, misery and bad faith of the whites ; for the Indians, however, their presence becomes — literally — the kiss of death.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	kiss of death	figurative	identical	NOUN CCONJ NOUN ADV VERB DET NOUN NOUN CCONJ ADJ NOUN ADP DET NOUN PUNCT ADP DET PROPN ADV ADJ NOUN VERB PUNCT ADV PUNCT DET NOUN ADP NOUN
As far as PR's concerned, the Newleys are the kiss of death.’	0 0 0 0 0 0 0 0 0 1 1 1	kiss of death	figurative	dashes	ADV ADV ADP PROPN VERB DET PROPN VERB DET NOUN ADP NOUN
That's got to be the kiss of death.	0 0 0 0 0 1 1 1	kiss of death	figurative	identical	DET VERB PART VERB DET NOUN ADP NOUN
Kiss of death to life - saving?	1 1 1 0 0 0 0	kiss of death	figurative	case	NOUN ADP NOUN ADP NOUN PUNCT VERB
And one blessing is that we aren't likely to be saddled with the tag ‘ Team of the Nineties’— which is a real kiss of death — while we 're trying to find our feet in the Premier League.’	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	kiss of death	figurative	identical	CCONJ NUM NOUN VERB ADP PRON VERB ADJ PART VERB VERB ADP DET NOUN ADJ PROPN ADP DET NOUN ADJ VERB DET ADJ NOUN ADP NOUN PUNCT ADP PRON VERB VERB PART VERB ADJ NOUN ADP DET PROPN NOUN
Moreover, Presbyterian nationalism was given the kiss of death by the Act of Union of 1707, which most of the influential Presbyterian politicians and clergymen supported.	0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	kiss of death	figurative	identical	ADV ADJ NOUN VERB VERB DET NOUN ADP NOUN ADP DET PROPN ADP PROPN ADP NUM ADJ ADJ ADP DET ADJ ADJ NOUN CCONJ NOUN VERB
Yet the onset of daylight, with its much better conditions, brought the kiss of death.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	kiss of death	figurative	identical	ADV DET NOUN ADP NOUN ADP ADJ ADV ADJ NOUN VERB DET NOUN ADP NOUN
that puts the kiss of death on the	0 0 0 1 1 1 0 0	kiss of death	figurative	identical	DET VERB DET NOUN ADP NOUN ADP DET
The kiss of death.	0 1 1 1	kiss of death	figurative	identical	DET NOUN ADP NOUN
