Not a pretty sight.	1 0 1 1	not a pretty sight	figurative	case	ADV DET ADJ NOUN	▁Not ▁a ▁pretty ▁sight .	1 0 1 1 1	ADV DET ADJ NOUN NOUN
' Not a pretty sight, is it? '	0 1 0 1 1 0 0 0	not a pretty sight	figurative	case	PUNCT ADV DET ADJ NOUN VERB PRON PUNCT	▁' ▁Not ▁a ▁pretty ▁sight , ▁is ▁it ? ▁'	0 1 0 1 1 1 0 0 0 0	PUNCT ADV DET ADJ NOUN NOUN VERB PRON PRON PUNCT
Now, at a pinch, I might be able to walk a step or two on my hands with my feet in the air, believe me, it's not a pretty sight!	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	not a pretty sight	figurative	identical	ADV ADP DET NOUN PRON VERB VERB ADJ PART VERB DET NOUN CCONJ NUM ADP ADJ NOUN ADP ADJ NOUN ADP DET NOUN VERB PRON PRON ADV DET ADJ NOUN	▁Now , ▁at ▁a ▁pinch , ▁I ▁might ▁be ▁able ▁to ▁walk ▁a ▁step ▁or ▁two ▁on ▁my ▁hands ▁with ▁my ▁feet ▁in ▁the ▁air , ▁believe ▁me , ▁it ' s ▁not ▁a ▁pretty ▁sight !	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1	ADV ADV ADP DET NOUN NOUN PRON VERB VERB ADJ PART VERB DET NOUN CCONJ NUM ADP ADJ NOUN ADP ADJ NOUN ADP DET NOUN NOUN VERB PRON PRON PRON PRON PRON ADV DET ADJ NOUN NOUN
All directors, including Spielberg, grow up, and in this film the result is not a pretty sight.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	not a pretty sight	figurative	identical	DET NOUN VERB PROPN VERB PART CCONJ ADP DET NOUN DET NOUN VERB ADV DET ADJ NOUN	▁All ▁directors , ▁including ▁Sp iel berg , ▁grow ▁up , ▁and ▁in ▁this ▁film ▁the ▁result ▁is ▁not ▁a ▁pretty ▁sight .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1	DET NOUN NOUN VERB PROPN PROPN PROPN PROPN VERB PART PART CCONJ ADP DET NOUN DET NOUN VERB ADV DET ADJ NOUN NOUN
All directors, including Spielberg, grow up, and in this film the result is not a pretty sight.	0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	not a pretty sight	figurative	identical	DET NOUN VERB PROPN VERB PART CCONJ ADP DET NOUN DET NOUN VERB ADV DET ADJ NOUN	▁All ▁directors , ▁including ▁Sp iel berg , ▁grow ▁up , ▁and ▁in ▁this ▁film ▁the ▁result ▁is ▁not ▁a ▁pretty ▁sight .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1	DET NOUN NOUN VERB PROPN PROPN PROPN PROPN VERB PART PART CCONJ ADP DET NOUN DET NOUN VERB ADV DET ADJ NOUN NOUN
It is not a pretty sight.	0 0 1 0 1 1	not a pretty sight	figurative	identical	PRON VERB ADV DET ADJ NOUN	▁It ▁is ▁not ▁a ▁pretty ▁sight .	0 0 1 0 1 1 1	PRON VERB ADV DET ADJ NOUN NOUN
Black spot has to be taken very seriously because, given the right conditions, it can ravage and virtually destroy a rose garden in just a few days — I have seen this happen, and it is not a pretty sight.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	not a pretty sight	figurative	identical	ADJ NOUN VERB PART VERB VERB ADV ADV ADP VERB DET ADJ NOUN PRON VERB VERB CCONJ ADV VERB DET NOUN NOUN ADP ADV DET ADJ NOUN PUNCT PRON VERB VERB DET VERB CCONJ PRON VERB ADV DET ADJ NOUN	▁Black ▁spot ▁has ▁to ▁be ▁taken ▁very ▁seriously ▁because , ▁given ▁the ▁right ▁conditions , ▁it ▁can ▁r avage ▁and ▁virtual ly ▁destroy ▁a ▁rose ▁garden ▁in ▁just ▁a ▁few ▁days ▁ — ▁I ▁have ▁seen ▁this ▁happen , ▁and ▁it ▁is ▁not ▁a ▁pretty ▁sight .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1	ADJ NOUN VERB PART VERB VERB ADV ADV ADP ADP VERB DET ADJ NOUN NOUN PRON VERB VERB VERB CCONJ ADV ADV VERB DET NOUN NOUN ADP ADV DET ADJ NOUN PUNCT PUNCT PRON VERB VERB DET VERB VERB CCONJ PRON VERB ADV DET ADJ NOUN NOUN
It's not a pretty sight to finish in a classic fire and fall position.	0 1 0 1 1 0 0 0 0 0 0 0 0 0	not a pretty sight	figurative	identical	PRON ADV DET ADJ NOUN PART VERB ADP DET ADJ NOUN CCONJ VERB NOUN	▁It ' s ▁not ▁a ▁pretty ▁sight ▁to ▁finish ▁in ▁a ▁classic ▁fire ▁and ▁fall ▁position .	0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0	PRON PRON PRON ADV DET ADJ NOUN PART VERB ADP DET ADJ NOUN CCONJ VERB NOUN NOUN
He is not a pretty sight.	0 0 1 0 1 1	not a pretty sight	figurative	identical	PRON VERB ADV DET ADJ NOUN	▁He ▁is ▁not ▁a ▁pretty ▁sight .	0 0 1 0 1 1 1	PRON VERB ADV DET ADJ NOUN NOUN
Derek had a big pasty face covered in spots and was not a pretty sight.	0 0 0 0 0 0 0 0 0 0 0 1 0 1 1	not a pretty sight	figurative	identical	PROPN VERB DET ADJ ADJ NOUN VERB ADP NOUN CCONJ VERB ADV DET ADJ NOUN	▁D er ek ▁had ▁a ▁big ▁past y ▁face ▁covered ▁in ▁spots ▁and ▁was ▁not ▁a ▁pretty ▁sight .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 1 1	PROPN PROPN PROPN VERB DET ADJ ADJ ADJ NOUN VERB ADP NOUN CCONJ VERB ADV DET ADJ NOUN NOUN
