Wiping her eyes once more with a sodden hanky, Evelyn waited for them to come into the room.	1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	VERB ADJ NOUN ADV ADV ADP DET ADJ NOUN PROPN VERB ADP PRON PART VERB ADP DET NOUN
Daisy wiped her eyes on her sleeve again.	0 1 1 1 0 0 0 0	wipe someone's eye	literal	combined-inflection	PROPN VERB ADJ NOUN ADP ADJ NOUN ADV
After another unaccountable minute, Lucier emerged from behind the pageant wiping his eyes on a piece of his costume.	0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	ADP DET ADJ NOUN PROPN VERB ADP ADP DET NOUN VERB ADJ NOUN ADP DET NOUN ADP ADJ NOUN
‘ Oh dear!’ said Aunt Bedelia, wiping her eyes on the tea - towel.	0 0 0 0 0 0 1 1 1 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PUNCT INTJ ADJ VERB PROPN PROPN VERB ADJ NOUN ADP DET NOUN PUNCT NOUN
He soons starts squawking and wiping his eye and stamping about the place but if he's like that all the while to them so what is.	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PRON VERB VERB VERB CCONJ VERB ADJ NOUN CCONJ VERB ADP DET NOUN CCONJ ADP PRON ADP DET ADJ DET NOUN ADP PRON CCONJ NOUN VERB
Lucy wept, her hand against her face, wiped her eyes as more tears came.	0 0 0 0 0 0 0 1 1 1 0 0 0 0	wipe someone's eye	literal	combined-inflection	PROPN VERB ADJ NOUN ADP ADJ NOUN VERB ADJ NOUN ADP ADJ NOUN VERB
‘ When she started to cry they offered to help wipe her eyes and used a piece of soiled paper which they had just picked up.	0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PUNCT ADV PRON VERB PART VERB PRON VERB PART VERB VERB ADJ NOUN CCONJ VERB DET NOUN ADP ADJ NOUN ADJ PRON VERB ADV VERB PART
Joshua, wiping his eyes with a snow - white handkerchief, continued eating and gestured to Denis to help himself.	0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PROPN VERB ADJ NOUN ADP DET NOUN PUNCT ADJ NOUN VERB VERB CCONJ VERB ADP PROPN PART VERB PRON
Fathers rushed about with video cameras, mothers wiped their eyes.	0 0 0 0 0 0 0 1 1 1	wipe someone's eye	literal	combined-inflection	NOUN VERB ADV ADP NOUN NOUN NOUN VERB ADJ NOUN
He produced a snowy handkerchief from his pocket and wiped his eyes.	0 0 0 0 0 0 0 0 0 1 1 1	wipe someone's eye	literal	combined-inflection	PRON VERB DET ADJ NOUN ADP ADJ NOUN CCONJ VERB ADJ NOUN
Surreptitiously wiping her eyes, Elizabeth asked eagerly, ‘ What news have you?	0 1 1 1 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	ADV VERB ADJ NOUN PROPN VERB ADV PUNCT ADJ NOUN VERB PRON
Swallowing her fear, Polly wiped her wet eyes with the back of her hand, then quickly pulled on jeans, a shirt, and her thick Aran cardigan.	0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	VERB ADJ NOUN PROPN VERB ADJ ADJ NOUN ADP DET NOUN ADP ADJ NOUN ADV ADV VERB PART NOUN DET NOUN CCONJ ADJ ADJ ADJ NOUN
The Doctor wiped his bleary eyes with his scarf and doffed his hat to the landing spacecraft.	0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	DET PROPN VERB ADJ ADJ NOUN ADP ADJ NOUN CCONJ VERB ADJ NOUN ADP DET NOUN NOUN
Frantically wiping her eyes, she went to answer it and found Luke with only a small towel round his waist.	0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	ADV VERB ADJ NOUN PRON VERB PART VERB PRON CCONJ VERB PROPN ADP ADV DET ADJ NOUN ADP ADJ NOUN
Her mother wiped her eyes.	0 0 1 1 1	wipe someone's eye	literal	combined-inflection	ADJ NOUN VERB ADJ NOUN
She wiped her eyes.	0 1 1 1	wipe someone's eye	literal	combined-inflection	PRON VERB ADJ NOUN
‘ You are kind, madam, kind,’ said the grieving uncle, wiping his eyes and blowing his nose into a huge silk handkerchief.	0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PUNCT PRON VERB ADJ NOUN PROPN VERB DET VERB NOUN VERB ADJ NOUN CCONJ VERB ADJ NOUN ADP DET ADJ NOUN NOUN
She wiped her eyes with her dainty lace handkerchief and I wiped my own on the back of my hand.	0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PRON VERB ADJ NOUN ADP ADJ ADJ NOUN NOUN CCONJ PRON VERB ADJ ADJ ADP DET NOUN ADP ADJ NOUN
She wiped her eyes and let the clutch in.	0 1 1 1 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PRON VERB ADJ NOUN CCONJ VERB DET NOUN PART
Her hair was plastered to her scalp, and she had to keep blinking and wiping her eyes in order to see at all.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	ADJ NOUN VERB VERB ADP ADJ NOUN CCONJ PRON VERB PART VERB VERB CCONJ VERB ADJ NOUN ADP NOUN PART VERB ADV ADV
‘ Aye,’ I said, wiping my eyes with my sleeve and looking round to see that we were still alone.	0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PUNCT NOUN PRON VERB VERB ADJ NOUN ADP ADJ NOUN CCONJ VERB ADV PART VERB ADP PRON VERB ADV ADJ
Victoria was silent throughout the service and as they stood by the side of the grave where George was laid to rest beside his parents, she noticed in amazement that most of the women cried and that even her Grandad Oaks, who often appeared fierce and of whom she was a little afraid, took out a handkerchief and surreptitiously wiped his eyes.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	wipe someone's eye	literal	combined-inflection	PROPN VERB ADJ ADP DET NOUN CCONJ ADP PRON VERB ADP DET NOUN ADP DET NOUN ADV PROPN VERB VERB PART VERB ADP ADJ NOUN PRON VERB ADP NOUN ADP ADJ ADP DET NOUN VERB CCONJ ADP ADV ADJ PROPN PROPN NOUN ADV VERB ADJ CCONJ ADP NOUN PRON VERB DET ADJ ADJ VERB PART DET NOUN CCONJ ADV VERB ADJ NOUN
I picked myself up, and when I had wiped my eyes clear of dust, I saw before me the lady's - maid, from whose shoulders the white cloak was just falling.	0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PRON VERB PRON PART CCONJ ADV PRON VERB VERB ADJ NOUN ADJ ADP NOUN PRON VERB ADP PRON DET NOUN PUNCT NOUN ADP ADJ NOUN DET ADJ NOUN VERB ADV VERB
Feroza ( wiping her eyes ) said : ‘ These tears come out all the time.’	0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PROPN PUNCT VERB ADJ NOUN PUNCT VERB PUNCT PUNCT DET NOUN VERB PART ADJ DET NOUN
’ She wiped her eyes.	0 0 1 1 1	wipe someone's eye	literal	combined-inflection	PUNCT PRON VERB ADJ NOUN
She wiped her eyes with the back of her hand, knowing in her heart that it was an excuse to curtail the physical contact with him.	0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PRON VERB ADJ NOUN ADP DET NOUN ADP ADJ NOUN VERB ADP ADJ NOUN ADP PRON VERB DET NOUN PART VERB DET ADJ NOUN ADP PRON
She felt for a tissue to wipe tears that were falling uncontrollably, and, seeing her need, he took a large handkerchief from his pocket and, turning her face to his, he very gently wiped her eyes.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	wipe someone's eye	literal	combined-inflection	PRON VERB ADP DET NOUN PART VERB NOUN ADJ VERB VERB ADV CCONJ VERB ADJ NOUN PRON VERB DET ADJ NOUN ADP ADJ NOUN CCONJ VERB ADJ NOUN ADP PRON PRON ADV ADV VERB ADJ NOUN
After a long day of wiping her son's eyes, arse and office floors, mummy was often too exhausted to continue the struggle.	0 0 0 0 0 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	ADP DET ADJ NOUN ADP VERB ADJ NOUN NOUN NOUN CCONJ NOUN NOUN NOUN VERB ADV ADV ADJ PART VERB DET NOUN
She broke off, wiping her eyes.	0 0 0 1 1 1	wipe someone's eye	literal	combined-inflection	PRON VERB PART VERB ADJ NOUN
She wiped her eyes with a lace handkerchief and he caught the drift of her exotic scent.	0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PRON VERB ADJ NOUN ADP DET NOUN NOUN CCONJ PRON VERB DET NOUN ADP ADJ ADJ NOUN
Dot gave her the violet - patterned hanky that used to belong to Henrietta Forbes - Read to wipe her eyes.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	wipe someone's eye	literal	combined-inflection	NOUN VERB PRON DET NOUN PUNCT VERB NOUN ADJ VERB PART VERB ADP PROPN PROPN PUNCT PROPN PART VERB ADJ NOUN
Everthorpe coughed and wheezed and wiped his eyes with a silk handkerchief which he wore, affectedly, in his breast pocket.	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0	wipe someone's eye	literal	combined-inflection	PROPN VERB CCONJ VERB CCONJ VERB ADJ NOUN ADP DET NOUN NOUN ADJ PRON VERB ADV ADP ADJ NOUN NOUN
