Quality in business in the nineties means getting things right first time, every time, right across the board.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	across the board	figurative	identical	NOUN ADP NOUN ADP DET NOUN VERB VERB NOUN ADJ ADJ NOUN DET NOUN ADV ADP DET NOUN
This does not mean, however, that young children are realists ‘ across the board’.	0 0 0 0 0 0 0 0 0 0 0 1 0 1	across the board	figurative	dashes	DET VERB ADV VERB ADV ADP ADJ NOUN VERB NOUN PUNCT ADP DET NOUN
Fiat has improved equipment levels across the board and a 1.1 Uno now casts what the 1-litre used to cost.	0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	PROPN VERB VERB NOUN NOUN ADP DET NOUN CCONJ DET NUM PROPN ADV VERB NOUN DET NOUN VERB PART VERB
However, GKR began to flourish in the early 1980s, not so much in financial services as across the board in industry.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0	across the board	figurative	identical	ADV PROPN VERB PART VERB ADP DET ADJ NUM ADV ADV ADJ ADP ADJ NOUN ADP ADP DET NOUN ADP NOUN
These include a capital gains tax cut, a 15 % investment tax allowance and across - the - board tax rate cuts.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0	across the board	figurative	dashes	DET VERB DET NOUN NOUN NOUN NOUN DET NUM NOUN NOUN NOUN NOUN CCONJ ADP PUNCT DET PUNCT NOUN NOUN NOUN NOUN
Whatever the cultural background one characteristic went right across the board : the desire to evangelise.	0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0	across the board	figurative	identical	ADJ DET ADJ NOUN NUM NOUN VERB ADV ADP DET NOUN PUNCT DET NOUN PART VERB
Things might have been different if there had been more consultation with industry people across the board.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1	across the board	figurative	identical	NOUN VERB VERB VERB ADJ ADP ADV VERB VERB ADJ NOUN ADP NOUN NOUN ADP DET NOUN
Yes, because actually thinking about it across the board, those energetic women in soaps have been married off or calmed down.	0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	INTJ ADP ADV VERB ADP PRON ADP DET NOUN DET ADJ NOUN ADP NOUN VERB VERB VERB PART CCONJ VERB PART
Singapore : Shares closed firmer across the board in active trade, with the Straits Times index 8.17 points higher at 1,413.15.	0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	NOUN PUNCT NOUN VERB ADJ ADP DET NOUN ADP ADJ NOUN ADP DET PROPN PROPN NOUN NUM NOUN ADJ ADP NUM
Similarly, the explosion in the population of sentenced prisoners, which was an ongoing phenomenon for most of the 1990s, appears to be largely attributable to the persistent practice of ‘ over - sentencing’— both in the sense of using custody unnecessarily for minor property offenders and others, and of imposing longer sentences across the board than is required for strictly reductivist purposes — for which responsibility rests mainly, but not exclusively, with the Crown Court.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	ADV DET NOUN ADP DET NOUN ADP VERB NOUN ADJ VERB DET ADJ NOUN ADP ADJ ADP DET NOUN VERB PART VERB ADV ADJ ADP DET ADJ NOUN ADP PUNCT ADP PUNCT NOUN CCONJ ADP DET NOUN ADP VERB NOUN ADV ADP ADJ NOUN NOUN CCONJ NOUN CCONJ ADP VERB ADJ NOUN ADP DET NOUN ADP VERB VERB ADP ADV ADJ NOUN PUNCT ADP ADJ NOUN VERB ADV CCONJ ADV ADV ADP DET PROPN PROPN
Steve Cardownie, Labour recreation convener of the council, said officials had recommended a 2 per cent across - the - board cut for all the cultural grants.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0	across the board	figurative	dashes	PROPN PROPN PROPN NOUN NOUN ADP DET NOUN VERB NOUN VERB VERB DET NUM ADP NOUN ADP PUNCT DET PUNCT NOUN NOUN ADP ADJ DET ADJ NOUN
It is also hoped to produce estimates across the board up to 1962 as a contribution to the complete picture up to the present.	0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	PRON VERB ADV VERB PART VERB NOUN ADP DET NOUN ADP PART NUM ADP DET NOUN ADP DET ADJ NOUN ADP ADP DET NOUN
He only has specific proposals for 10 % of the total entitlement spending cap, yet the across the board tax rate cuts would lose $ 25bn a year in revenue for each percentage point reduced, and conservatives are calling for a three point cut.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	across the board	figurative	identical	PRON ADV VERB ADJ NOUN ADP NUM NOUN ADP DET ADJ NOUN NOUN NOUN CCONJ DET ADP DET NOUN NOUN NOUN NOUN VERB VERB SYM NOUN DET NOUN ADP NOUN ADP DET NOUN NOUN VERB CCONJ NOUN VERB VERB ADP DET NUM NOUN NOUN
On Wall Street, across - the - board buying in the oil sector sparked a rally.	0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0	across the board	figurative	dashes	ADP PROPN PROPN ADP PUNCT DET PUNCT NOUN NOUN ADP DET NOUN NOUN VERB DET NOUN
It is the evaluators ' belief that the impressive rhetoric contained in this part of the proposal describes an ideal which the school could not realistically be expected to achieve, without an across - the - board change amounting to a curriculum revolution.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0	across the board	figurative	dashes	PRON VERB DET NOUN PART NOUN ADP DET ADJ NOUN VERB ADP DET NOUN ADP DET NOUN VERB DET NOUN ADJ DET NOUN VERB ADV ADV VERB VERB PART VERB ADP DET ADP PUNCT DET PUNCT NOUN NOUN VERB ADP DET NOUN NOUN
This is something I think there will be agreement with across the board.	0 0 0 0 0 0 0 0 0 0 1 0 1	across the board	figurative	identical	DET VERB NOUN PRON VERB ADV VERB VERB NOUN ADP ADP DET NOUN
