These were Clione, and I cam to think of them as the party animals, always feasting and fighting and mating.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0	party animal	figurative	inflection	DET VERB PROPN CCONJ PRON VERB PART VERB ADP PRON ADP DET NOUN NOUN ADV VERB CCONJ NOUN CCONJ NOUN	▁These ▁were ▁C li one , ▁and ▁I ▁cam ▁to ▁think ▁of ▁them ▁as ▁the ▁party ▁animals , ▁always ▁feast ing ▁and ▁fighting ▁and ▁mat ing .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0	DET VERB PROPN PROPN PROPN PROPN CCONJ PRON VERB PART VERB ADP PRON ADP DET NOUN NOUN NOUN ADV VERB VERB CCONJ NOUN CCONJ NOUN NOUN NOUN
Even with party animals like Birchall around, there are moments of true relaxation — even between the men battling for the world title.	0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	party animal	figurative	inflection	ADV ADP NOUN NOUN ADP PROPN ADV ADV VERB NOUN ADP ADJ NOUN PUNCT ADV ADP DET NOUN VERB ADP DET NOUN NOUN	▁Even ▁with ▁party ▁animals ▁like ▁Bi rch all ▁around , ▁there ▁are ▁moment s ▁of ▁true ▁relaxation ▁ — ▁even ▁between ▁the ▁men ▁bat t ling ▁for ▁the ▁world ▁title .	0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADP NOUN NOUN ADP PROPN PROPN PROPN ADV ADV ADV VERB NOUN NOUN ADP ADJ NOUN PUNCT PUNCT ADV ADP DET NOUN VERB VERB VERB ADP DET NOUN NOUN NOUN
Santa ~ Cruz is the home of the Renegades, pioneers of the open stage show, party animals par excellence and makers of the only juggling club to be named after a nuclear missile.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	party animal	figurative	inflection	PROPN PUNCT PROPN VERB DET NOUN ADP DET PROPN NOUN ADP DET ADJ NOUN NOUN NOUN NOUN ADJ NOUN CCONJ NOUN ADP DET ADJ VERB NOUN PART VERB VERB ADP DET ADJ NOUN	▁Santa ▁ ~ ▁Cr uz ▁is ▁the ▁home ▁of ▁the ▁Ren eg ades , ▁pioneer s ▁of ▁the ▁open ▁stage ▁show , ▁party ▁animals ▁par ▁excellence ▁and ▁makers ▁of ▁the ▁only ▁ju gg ling ▁club ▁to ▁be ▁named ▁after ▁a ▁nuclear ▁missile .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PROPN PUNCT PUNCT PROPN PROPN VERB DET NOUN ADP DET PROPN PROPN PROPN PROPN NOUN NOUN ADP DET ADJ NOUN NOUN NOUN NOUN NOUN ADJ NOUN CCONJ NOUN ADP DET ADJ VERB VERB VERB NOUN PART VERB VERB ADP DET ADJ NOUN NOUN
During his teens and twenties, Tom was a party animal, but he now lives a sedate life with his wife Mary, and children.	0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0	party animal	figurative	identical	ADP ADJ NOUN CCONJ NOUN PROPN VERB DET NOUN NOUN CCONJ PRON ADV VERB DET ADJ NOUN ADP ADJ NOUN PROPN CCONJ NOUN	▁Dur ing ▁his ▁te ens ▁and ▁t went ies , ▁Tom ▁was ▁a ▁party ▁animal , ▁but ▁he ▁now ▁lives ▁a ▁se date ▁life ▁with ▁his ▁wife ▁Mary , ▁and ▁children .	0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP ADP ADJ NOUN NOUN CCONJ NOUN NOUN NOUN NOUN PROPN VERB DET NOUN NOUN NOUN CCONJ PRON ADV VERB DET ADJ ADJ NOUN ADP ADJ NOUN PROPN PROPN CCONJ NOUN NOUN
Not for him the glitzy party animal networking of the Beverly Hills A - list.	0 0 0 0 0 1 1 0 0 0 0 0 0 0 0	party animal	figurative	identical	ADV ADP PRON DET ADJ NOUN NOUN NOUN ADP DET PROPN PROPN PROPN PUNCT NOUN	▁Not ▁for ▁him ▁the ▁gli t zy ▁party ▁animal ▁networking ▁of ▁the ▁B ever ly ▁Hill s ▁A ▁- ▁list .	0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADP PRON DET ADJ ADJ ADJ NOUN NOUN NOUN ADP DET PROPN PROPN PROPN PROPN PROPN PROPN PUNCT NOUN NOUN
I was such a party animal at the	0 0 0 0 1 1 0 0	party animal	figurative	identical	PRON VERB ADJ DET NOUN NOUN ADP DET	▁I ▁was ▁such ▁a ▁party ▁animal ▁at ▁the	0 0 0 0 1 1 0 0	PRON VERB ADJ DET NOUN NOUN ADP DET
From two party loving animals.	0 0 1 0 1	party animal	figurative	combined-inflection	ADP NUM NOUN VERB NOUN	▁From ▁two ▁party ▁loving ▁animals .	0 0 1 0 1 1	ADP NUM NOUN VERB NOUN NOUN
Party animal	1 1	party animal	figurative	case	NOUN NOUN	▁Party ▁animal	1 1	NOUN NOUN
For party animals, the Twix tape pack includes three twin bars and a cassette of Christmas party music ( £ 1.89 ).	0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	party animal	figurative	inflection	ADP NOUN NOUN DET PROPN NOUN NOUN VERB NUM ADJ NOUN CCONJ DET NOUN ADP PROPN NOUN NOUN PUNCT SYM NUM PUNCT	▁For ▁party ▁animals , ▁the ▁T w ix ▁tape ▁pack ▁includes ▁three ▁twin ▁bars ▁and ▁a ▁cassette ▁of ▁Christmas ▁party ▁music ▁( ▁£ ▁1. 89 ▁ ).	0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP NOUN NOUN NOUN DET PROPN PROPN PROPN NOUN NOUN VERB NUM ADJ NOUN CCONJ DET NOUN ADP PROPN NOUN NOUN PUNCT SYM NUM NUM PUNCT PUNCT
THIS Christmas, party animals are united in revolt against the deeply dull little black dress — the only successful outfits will be truly outrageous and individual.	0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	party animal	figurative	inflection	DET PROPN NOUN NOUN VERB VERB ADP NOUN ADP DET ADV ADJ ADJ ADJ NOUN PUNCT DET ADJ ADJ NOUN VERB VERB ADV ADJ CCONJ ADJ	▁THIS ▁Christmas , ▁party ▁animals ▁are ▁united ▁in ▁revolt ▁against ▁the ▁deeply ▁du ll ▁little ▁black ▁ dress ▁ — ▁the ▁only ▁successful ▁out fit s ▁will ▁be ▁truly ▁outrageous ▁and ▁individual .	0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET PROPN PROPN NOUN NOUN VERB VERB ADP NOUN ADP DET ADV ADJ ADJ ADJ ADJ NOUN NOUN PUNCT PUNCT DET ADJ ADJ NOUN NOUN NOUN VERB VERB ADV ADJ CCONJ ADJ ADJ
