When he died in 1711 the title became extinct but his estates passed to his nephew Thomas ~ Pelham, who three years later upon coming of age received the title in its third creation.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0	come of age	figurative	inflection	ADV PRON VERB ADP NUM DET NOUN VERB ADJ CCONJ ADJ NOUN VERB ADP ADJ NOUN PROPN PUNCT PROPN NOUN NUM NOUN ADV ADP VERB ADP NOUN VERB DET NOUN ADP ADJ ADJ NOUN	▁When ▁he ▁died ▁in ▁17 11 ▁the ▁title ▁became ▁ex tin ct ▁but ▁his ▁estate s ▁passed ▁to ▁his ▁neph ew ▁Thomas ▁ ~ ▁Pel ham , ▁who ▁three ▁years ▁later ▁upon ▁coming ▁of ▁age ▁received ▁the ▁title ▁in ▁its ▁third ▁creation .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0	ADV PRON VERB ADP NUM NUM DET NOUN VERB ADJ ADJ ADJ CCONJ ADJ NOUN NOUN VERB ADP ADJ NOUN NOUN PROPN PUNCT PUNCT PROPN PROPN PROPN NOUN NUM NOUN ADV ADP VERB ADP NOUN VERB DET NOUN ADP ADJ ADJ NOUN NOUN
The Earl of Hereford's son was granted livery of his father's inheritance, the Clifford family was restored, and the Mowbray inheritance was placed in wardship with the Countess of Warenne until John Mowbray's heir came of age.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	come of age	figurative	inflection	DET PROPN ADP PROPN NOUN VERB VERB NOUN ADP ADJ NOUN NOUN DET PROPN NOUN VERB VERB CCONJ DET PROPN NOUN VERB VERB ADP NOUN ADP DET PROPN ADP PROPN ADP PROPN PROPN NOUN VERB ADP NOUN	▁The ▁Ear l ▁of ▁Here ford ' s ▁son ▁was ▁granted ▁liver y ▁of ▁his ▁father ' s ▁inheritance , ▁the ▁C l if ford ▁family ▁was ▁restored , ▁and ▁the ▁M ow b ray ▁inheritance ▁was ▁placed ▁in ▁ward ship ▁with ▁the ▁Coun tes s ▁of ▁War enne ▁until ▁John ▁M ow b ray ' s ▁he ir ▁came ▁of ▁age .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1	DET PROPN PROPN ADP PROPN PROPN PROPN PROPN NOUN VERB VERB NOUN NOUN ADP ADJ NOUN NOUN NOUN NOUN NOUN DET PROPN PROPN PROPN PROPN NOUN VERB VERB VERB CCONJ DET PROPN PROPN PROPN PROPN NOUN VERB VERB ADP NOUN NOUN ADP DET PROPN PROPN PROPN ADP PROPN PROPN ADP PROPN PROPN PROPN PROPN PROPN PROPN PROPN NOUN NOUN VERB ADP NOUN NOUN
In any case, he knew that when he came of age he would be able to obey God's commandment to be baptised.	0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0	come of age	figurative	inflection	ADP DET NOUN PRON VERB ADP ADV PRON VERB ADP NOUN PRON VERB VERB ADJ PART VERB PROPN NOUN PART VERB VERB	▁In ▁any ▁case , ▁he ▁knew ▁that ▁when ▁he ▁came ▁of ▁age ▁he ▁would ▁be ▁able ▁to ▁obey ▁God ' s ▁commandment ▁to ▁be ▁ba pt ised .	0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP DET NOUN NOUN PRON VERB ADP ADV PRON VERB ADP NOUN PRON VERB VERB ADJ PART VERB PROPN PROPN PROPN NOUN PART VERB VERB VERB VERB VERB
Promoted to a senior lectureship in 1973 and to his professorship in German some 10 years later, he was one of the few remaining full - time members of the staff to have witnessed not only the coming of age of the University, but also the massive expansion of the Modern Languages Department and its impressive rise to prominence as an exponent of the applied approach to the teaching of languages, involving a marked shift of emphasis from a near exclusive preoccupation with literary studies in one foreign language to the development of communication skills in at least two.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	come of age	figurative	inflection	VERB ADP DET ADJ NOUN ADP NUM CCONJ ADP ADJ NOUN ADP PROPN DET NUM NOUN ADV PRON VERB NUM ADP DET ADJ VERB ADJ PUNCT NOUN NOUN ADP DET NOUN PART VERB VERB ADV ADV DET NOUN ADP NOUN ADP DET PROPN CCONJ ADV DET ADJ NOUN ADP DET PROPN PROPN PROPN CCONJ ADJ ADJ NOUN ADP NOUN ADP DET NOUN ADP DET ADJ NOUN ADP DET NOUN ADP NOUN VERB DET ADJ NOUN ADP NOUN ADP DET ADJ ADJ NOUN ADP ADJ NOUN ADP NUM ADJ NOUN ADP DET NOUN ADP NOUN NOUN ADP ADV ADV NUM	▁Promote d ▁to ▁a ▁senior ▁lecture ship ▁in ▁1973 ▁and ▁to ▁his ▁professor ship ▁in ▁German ▁some ▁10 ▁years ▁later , ▁he ▁was ▁one ▁of ▁the ▁few ▁remaining ▁full ▁- ▁time ▁members ▁of ▁the ▁staff ▁to ▁have ▁witness ed ▁not ▁only ▁the ▁coming ▁of ▁age ▁of ▁the ▁University , ▁but ▁also ▁the ▁massive ▁expansion ▁of ▁the ▁Modern ▁Language s ▁Department ▁and ▁its ▁impressive ▁rise ▁to ▁prominence ▁as ▁an ▁ex pon ent ▁of ▁the ▁applied ▁approach ▁to ▁the ▁teaching ▁of ▁languages , ▁involving ▁a ▁marked ▁shift ▁of ▁emphasis ▁from ▁a ▁near ▁exclusive ▁preoccupation ▁with ▁literary ▁studies ▁in ▁one ▁foreign ▁language ▁to ▁the ▁development ▁of ▁communication ▁skills ▁in ▁at ▁least ▁two .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	VERB VERB ADP DET ADJ NOUN NOUN ADP NUM CCONJ ADP ADJ NOUN NOUN ADP PROPN DET NUM NOUN ADV ADV PRON VERB NUM ADP DET ADJ VERB ADJ PUNCT NOUN NOUN ADP DET NOUN PART VERB VERB VERB ADV ADV DET NOUN ADP NOUN ADP DET PROPN PROPN CCONJ ADV DET ADJ NOUN ADP DET PROPN PROPN PROPN PROPN CCONJ ADJ ADJ NOUN ADP NOUN ADP DET NOUN NOUN NOUN ADP DET ADJ NOUN ADP DET NOUN ADP NOUN NOUN VERB DET ADJ NOUN ADP NOUN ADP DET ADJ ADJ NOUN ADP ADJ NOUN ADP NUM ADJ NOUN ADP DET NOUN ADP NOUN NOUN ADP ADV ADV NUM NUM
For instance, the ‘ coming of age’ of a baby boom can be expected to lead to higher levels of migration towards the ‘ bright city lights’, while the subsequent increase in the numbers of young couples is likely to lead to greater demand for family - size housing and suburban residential locations.	0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	come of age	figurative	combined-inflection	ADP NOUN DET NOUN NOUN ADP NUM ADP DET NOUN NOUN VERB VERB VERB PART VERB ADP ADJ NOUN ADP NOUN ADP DET PUNCT ADJ NOUN ADV ADP DET ADJ NOUN ADP DET NOUN ADP ADJ NOUN VERB ADJ PART VERB ADP ADJ NOUN ADP NOUN PUNCT NOUN NOUN CCONJ ADJ ADJ NOUN	▁For ▁instance , ▁the ▁ ‘ ▁coming ▁of ▁age ’ ▁of ▁a ▁baby ▁boom ▁can ▁be ▁expected ▁to ▁lead ▁to ▁higher ▁levels ▁of ▁migration ▁towards ▁the ▁ ‘ ▁bright ▁city ▁lights ’ , ▁while ▁the ▁subsequent ▁increase ▁in ▁the ▁numbers ▁of ▁young ▁couple s ▁is ▁likely ▁to ▁lead ▁to ▁greater ▁demand ▁for ▁family ▁- ▁size ▁housing ▁and ▁sub urban ▁residential ▁locations .	0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP NOUN NOUN DET NOUN NOUN NOUN ADP NUM NUM ADP DET NOUN NOUN VERB VERB VERB PART VERB ADP ADJ NOUN ADP NOUN ADP DET PUNCT PUNCT ADJ NOUN ADV ADV ADV ADP DET ADJ NOUN ADP DET NOUN ADP ADJ NOUN NOUN VERB ADJ PART VERB ADP ADJ NOUN ADP NOUN PUNCT NOUN NOUN CCONJ ADJ ADJ ADJ NOUN NOUN
When his younger son comes of an age when he wants to get married, any girl he brings home is going to take one look at the life his mother has to put up with and she 'll be off. '	0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	come of age	figurative	combined-inflection	ADV ADJ ADJ NOUN VERB ADP DET NOUN ADV PRON VERB PART VERB VERB DET NOUN PRON VERB NOUN VERB VERB PART VERB NUM NOUN ADP DET NOUN ADJ NOUN VERB PART VERB PART ADP CCONJ PRON VERB VERB ADV PUNCT	▁When ▁his ▁younger ▁son ▁comes ▁of ▁an ▁age ▁when ▁he ▁wants ▁to ▁get ▁married , ▁any ▁girl ▁he ▁bring s ▁home ▁is ▁going ▁to ▁take ▁one ▁look ▁at ▁the ▁life ▁his ▁mother ▁has ▁to ▁put ▁up ▁with ▁and ▁she ▁' ll ▁be ▁off . ▁'	0 0 0 0 1 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADJ ADJ NOUN VERB ADP DET NOUN ADV PRON VERB PART VERB VERB VERB DET NOUN PRON VERB VERB NOUN VERB VERB PART VERB NUM NOUN ADP DET NOUN ADJ NOUN VERB PART VERB PART ADP CCONJ PRON VERB VERB VERB ADV ADV PUNCT
Soon after coming of age, his ‘ hard conscience’ towards his tenantry drew on him a judicial rebuke from the lord chancellor Thomas Egerton, Baron Ellesmere [ q.v. ], and he steadily enlarged his estate by buying out minor gentry families in the vicinity.	0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	come of age	figurative	inflection	ADV ADP VERB ADP NOUN ADJ PUNCT ADJ NOUN ADP ADJ NOUN VERB ADP PRON DET ADJ NOUN ADP DET NOUN NOUN PROPN PROPN PROPN PROPN PUNCT NOUN PUNCT CCONJ PRON ADV VERB ADJ NOUN ADP VERB PART ADJ NOUN NOUN ADP DET NOUN	▁So on ▁after ▁coming ▁of ▁age , ▁his ▁ ‘ ▁hard ▁conscience ’ ▁towards ▁his ▁tenant ry ▁drew ▁on ▁him ▁a ▁judicial ▁re b uke ▁from ▁the ▁lord ▁chance ll or ▁Thomas ▁E ger ton , ▁Bar on ▁Elle s mer e ▁[ ▁q . v . ▁] , ▁and ▁he ▁steadily ▁enlarged ▁his ▁estate ▁by ▁buying ▁out ▁minor ▁g entry ▁families ▁in ▁the ▁vicinity .	0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV ADV ADP VERB ADP NOUN NOUN ADJ PUNCT PUNCT ADJ NOUN NOUN ADP ADJ NOUN NOUN VERB ADP PRON DET ADJ NOUN NOUN NOUN ADP DET NOUN NOUN NOUN NOUN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PROPN PUNCT NOUN NOUN NOUN NOUN PUNCT PUNCT CCONJ PRON ADV VERB ADJ NOUN ADP VERB PART ADJ NOUN NOUN NOUN ADP DET NOUN NOUN
Tough away wins over Albania, Latvia and Lithuania marked their international coming - of - age, he believes.	0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 0 0	come of age	figurative	combined-inflection	ADJ ADV VERB ADP PROPN PROPN CCONJ PROPN VERB ADJ ADJ ADJ PUNCT ADP PUNCT NOUN PRON VERB	▁T ough ▁away ▁win s ▁over ▁Albania , ▁Latvia ▁and ▁Lithuania ▁marked ▁their ▁international ▁coming ▁- ▁of ▁- ▁age , ▁he ▁believes .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 1 0 1 1 0 0 0	ADJ ADJ ADV VERB VERB ADP PROPN PROPN PROPN CCONJ PROPN VERB ADJ ADJ ADJ PUNCT ADP PUNCT NOUN NOUN PRON VERB VERB
For him, Australian came of age later, at Kokoda, often called Australia ’s Thermopylae, when a small group of young soldiers resisted the advance of Japanese army divisions that seemed set to take Port ~ Moresby in Papua ~ New ~ Guinea and threaten the Australian continent.	0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	come of age	figurative	inflection	ADP PRON PROPN VERB ADP NOUN ADV ADP PROPN ADV VERB PROPN PART PROPN ADV DET ADJ NOUN ADP ADJ NOUN VERB DET NOUN ADP ADJ NOUN NOUN ADJ VERB VERB PART VERB PROPN PUNCT PROPN ADP PROPN PUNCT PROPN PUNCT PROPN CCONJ VERB DET ADJ NOUN	▁For ▁him , ▁Australia n ▁came ▁of ▁age ▁later , ▁at ▁Ko ko da , ▁often ▁called ▁Australia ▁ ’ s ▁Thermo py la e , ▁when ▁a ▁small ▁group ▁of ▁young ▁soldiers ▁resist ed ▁the ▁advance ▁of ▁Japanese ▁army ▁divisions ▁that ▁seemed ▁set ▁to ▁take ▁Port ▁ ~ ▁More s by ▁in ▁Papua ▁ ~ ▁New ▁ ~ ▁Guinea ▁and ▁threaten ▁the ▁Australia n ▁continent .	0 0 0 0 0 1 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP PRON PRON PROPN PROPN VERB ADP NOUN ADV ADV ADP PROPN PROPN PROPN PROPN ADV VERB PROPN PART PART PART PROPN PROPN PROPN PROPN PROPN ADV DET ADJ NOUN ADP ADJ NOUN VERB VERB DET NOUN ADP ADJ NOUN NOUN ADJ VERB VERB PART VERB PROPN PUNCT PUNCT PROPN PROPN PROPN ADP PROPN PUNCT PUNCT PROPN PUNCT PUNCT PROPN CCONJ VERB DET ADJ ADJ NOUN NOUN
‘ My darling Madeleine, you aren't yet twenty, so it 'll be a year before you come of age.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	come of age	figurative	identical	PUNCT ADJ NOUN PROPN PRON VERB ADV NUM CCONJ PRON VERB VERB DET NOUN ADP PRON VERB ADP NOUN	▁ ‘ ▁My ▁dar ling ▁Made le ine , ▁you ▁are n ' t ▁yet ▁twenty , ▁so ▁it ▁' ll ▁be ▁a ▁year ▁before ▁you ▁come ▁of ▁age .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1 1	PUNCT PUNCT ADJ NOUN NOUN PROPN PROPN PROPN PROPN PRON VERB VERB VERB VERB ADV NUM NUM CCONJ PRON VERB VERB VERB DET NOUN ADP PRON VERB ADP NOUN NOUN
