It it's, it's the eternal triangle they 're the stuff of which novels and soap operas are made.	0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0	eternal triangle	figurative	identical	PRON PRON PRON DET ADJ NOUN PRON VERB DET NOUN ADP ADJ NOUN CCONJ NOUN NOUN VERB VERB	▁It ▁it ' s , ▁it ' s ▁the ▁eternal ▁triangle ▁they ▁' re ▁the ▁stuff ▁of ▁which ▁novel s ▁and ▁soap ▁opera s ▁are ▁made .	0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	PRON PRON PRON PRON PRON PRON PRON PRON DET ADJ NOUN PRON VERB VERB DET NOUN ADP ADJ NOUN NOUN CCONJ NOUN NOUN NOUN VERB VERB VERB
If more magazines published such articles we could learn from others ' experiences and take steps to help all victims of this eternal triangle.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1	eternal triangle	figurative	identical	ADP ADJ NOUN VERB ADJ NOUN PRON VERB VERB ADP NOUN PART NOUN CCONJ VERB NOUN PART VERB DET NOUN ADP DET ADJ NOUN	▁If ▁more ▁magazines ▁published ▁such ▁articles ▁we ▁could ▁learn ▁from ▁others ▁' ▁experiences ▁and ▁take ▁steps ▁to ▁help ▁all ▁victims ▁of ▁this ▁eternal ▁triangle .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	ADP ADJ NOUN VERB ADJ NOUN PRON VERB VERB ADP NOUN PART NOUN CCONJ VERB NOUN PART VERB DET NOUN ADP DET ADJ NOUN NOUN
With the illicit amorous adventures of wives in the situation of the eternal triangle ( husband, wife, lover ) being the most common single dramatic type in the fabliaux, the most frequent type as the object of ridicule is the deceived husband, often not merely cuckolded but on occasion beaten or otherwise degraded or abused as well ; and what is more after all this sometimes so utterly deceived that he remains happy in the delusion that his wife has proved herself faithful to him.	0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	eternal triangle	figurative	identical	ADP DET ADJ ADJ NOUN ADP NOUN ADP DET NOUN ADP DET ADJ NOUN PUNCT NOUN NOUN NOUN PUNCT VERB DET ADV ADJ ADJ ADJ NOUN ADP DET NOUN DET ADV ADJ NOUN ADP DET NOUN ADP NOUN VERB DET ADJ NOUN ADV ADV ADV VERB CCONJ ADP NOUN VERB CCONJ ADV VERB CCONJ VERB ADV ADV PUNCT CCONJ NOUN VERB ADJ ADP ADJ DET ADV ADV ADV VERB ADP PRON VERB ADJ ADP DET NOUN ADP ADJ NOUN VERB VERB PRON ADJ ADP PRON	▁With ▁the ▁illicit ▁am or ous ▁adventure s ▁of ▁wives ▁in ▁the ▁situation ▁of ▁the ▁eternal ▁triangle ▁( ▁husband , ▁wife , ▁l over ▁ ) ▁being ▁the ▁most ▁common ▁single ▁dramatic ▁type ▁in ▁the ▁fa b lia ux , ▁the ▁most ▁frequent ▁type ▁as ▁the ▁object ▁of ▁rid ic ule ▁is ▁the ▁deceive d ▁husband , ▁often ▁not ▁mere ly ▁c uck old ed ▁but ▁on ▁occasion ▁beat en ▁or ▁otherwise ▁degraded ▁or ▁abused ▁as ▁well ▁ ; ▁and ▁what ▁is ▁more ▁after ▁all ▁this ▁sometimes ▁so ▁utterly ▁deceive d ▁that ▁he ▁remains ▁happy ▁in ▁the ▁delusion ▁that ▁his ▁wife ▁has ▁proved ▁herself ▁faithful ▁to ▁him .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADP DET ADJ ADJ ADJ ADJ NOUN NOUN ADP NOUN ADP DET NOUN ADP DET ADJ NOUN PUNCT NOUN NOUN NOUN NOUN NOUN NOUN PUNCT PUNCT VERB DET ADV ADJ ADJ ADJ NOUN ADP DET NOUN NOUN NOUN NOUN NOUN DET ADV ADJ NOUN ADP DET NOUN ADP NOUN NOUN NOUN VERB DET ADJ ADJ NOUN NOUN ADV ADV ADV ADV VERB VERB VERB VERB CCONJ ADP NOUN VERB VERB CCONJ ADV VERB CCONJ VERB ADV ADV PUNCT PUNCT CCONJ NOUN VERB ADJ ADP ADJ DET ADV ADV ADV VERB VERB ADP PRON VERB ADJ ADP DET NOUN ADP ADJ NOUN VERB VERB PRON ADJ ADP PRON PRON
A pertinent statistical table produced by Nykrog shows how clerks are always successful in the eternal triangle of sexual competition, pitted against husbands ranging from knights to peasants.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0	eternal triangle	figurative	identical	DET ADJ ADJ NOUN VERB ADP PROPN VERB ADV NOUN VERB ADV ADJ ADP DET ADJ NOUN ADP ADJ NOUN VERB ADP NOUN VERB ADP NOUN ADP NOUN	▁A ▁pertinent ▁statistical ▁table ▁produced ▁by ▁Ny k rog ▁shows ▁how ▁cle rk s ▁are ▁always ▁successful ▁in ▁the ▁eternal ▁triangle ▁of ▁sexual ▁competition , ▁pit ted ▁against ▁husband s ▁ranging ▁from ▁k night s ▁to ▁peas ants .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET ADJ ADJ NOUN VERB ADP PROPN PROPN PROPN VERB ADV NOUN NOUN NOUN VERB ADV ADJ ADP DET ADJ NOUN ADP ADJ NOUN NOUN VERB VERB ADP NOUN NOUN VERB ADP NOUN NOUN NOUN ADP NOUN NOUN NOUN
The great difference between the events of the 1540s and earlier periods of hostility between England and Scotland was that this episode was far more than a particularly dramatic example of the eternal political and military triangle of England, Scotland and France, or even just the revival by Henry VIII and Somerset of that old English dream, the unification of England and Scotland.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	eternal triangle	figurative	insertion-other	DET ADJ NOUN ADP DET NOUN ADP DET NOUN CCONJ ADJ NOUN ADP NOUN ADP PROPN CCONJ PROPN VERB ADP DET NOUN VERB ADV ADJ ADP DET ADV ADJ NOUN ADP DET ADJ ADJ CCONJ ADJ NOUN ADP PROPN PROPN CCONJ PROPN CCONJ ADV ADV DET NOUN ADP PROPN PROPN CCONJ PROPN ADP DET ADJ ADJ NOUN DET NOUN ADP PROPN CCONJ PROPN	▁The ▁great ▁difference ▁between ▁the ▁events ▁of ▁the ▁15 40 s ▁and ▁earlier ▁periods ▁of ▁hostility ▁between ▁England ▁and ▁Scotland ▁was ▁that ▁this ▁episode ▁was ▁far ▁more ▁than ▁a ▁particularly ▁dramatic ▁example ▁of ▁the ▁eternal ▁political ▁and ▁military ▁triangle ▁of ▁England , ▁Scotland ▁and ▁France , ▁or ▁even ▁just ▁the ▁reviv al ▁by ▁Henry ▁VIII ▁and ▁Some r set ▁of ▁that ▁old ▁English ▁dream , ▁the ▁unification ▁of ▁England ▁and ▁Scotland .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET ADJ NOUN ADP DET NOUN ADP DET NOUN NOUN NOUN CCONJ ADJ NOUN ADP NOUN ADP PROPN CCONJ PROPN VERB ADP DET NOUN VERB ADV ADJ ADP DET ADV ADJ NOUN ADP DET ADJ ADJ CCONJ ADJ NOUN ADP PROPN PROPN PROPN CCONJ PROPN PROPN CCONJ ADV ADV DET NOUN NOUN ADP PROPN PROPN CCONJ PROPN PROPN PROPN ADP DET ADJ ADJ NOUN NOUN DET NOUN ADP PROPN CCONJ PROPN PROPN
They stood facing each other in the hall, mother and son who had never been close, locked in the eternal triangle.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1	eternal triangle	figurative	identical	PRON VERB VERB DET ADJ ADP DET NOUN NOUN CCONJ NOUN NOUN VERB ADV VERB ADJ VERB ADP DET ADJ NOUN	▁They ▁stood ▁facing ▁each ▁other ▁in ▁the ▁hall , ▁mother ▁and ▁son ▁who ▁had ▁never ▁been ▁close , ▁locked ▁in ▁the ▁eternal ▁triangle .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	PRON VERB VERB DET ADJ ADP DET NOUN NOUN NOUN CCONJ NOUN NOUN VERB ADV VERB ADJ ADJ VERB ADP DET ADJ NOUN NOUN
SO it turns out that your eternal triangle wasn't one after all — it was an eternal square.	0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0	eternal triangle	figurative	identical	ADV PRON VERB PART ADP ADJ ADJ NOUN VERB NUM ADV ADV PUNCT PRON VERB DET ADJ NOUN	▁SO ▁it ▁turns ▁out ▁that ▁your ▁eternal ▁triangle ▁was n ' t ▁one ▁after ▁all ▁ — ▁it ▁was ▁an ▁eternal ▁square .	0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0	ADV PRON VERB PART ADP ADJ ADJ NOUN VERB VERB VERB VERB NUM ADV ADV PUNCT PUNCT PRON VERB DET ADJ NOUN NOUN
The most popularly accepted story, probably greatly altered since its origins some 300 years ago in 1676, concerns jealousy, greed, murder, the eternal triangle and every other human emotion that is a foreplay to disaster.	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0	eternal triangle	figurative	identical	DET ADV ADV VERB NOUN ADV ADV VERB ADP ADJ NOUN DET NUM NOUN ADV ADP NUM NOUN NOUN NOUN NOUN DET ADJ NOUN CCONJ DET ADJ ADJ NOUN ADJ VERB DET NOUN ADP NOUN	▁The ▁most ▁popular ly ▁accepted ▁story , ▁probably ▁greatly ▁altered ▁since ▁its ▁origin s ▁some ▁300 ▁years ▁ago ▁in ▁167 6, ▁concerns ▁jealous y , ▁ gre ed , ▁murder , ▁the ▁eternal ▁triangle ▁and ▁every ▁other ▁human ▁emotion ▁that ▁is ▁a ▁for e play ▁to ▁disaster .	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0	DET ADV ADV ADV VERB NOUN NOUN ADV ADV VERB ADP ADJ NOUN NOUN DET NUM NOUN ADV ADP NUM NUM NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN NOUN DET ADJ NOUN CCONJ DET ADJ ADJ NOUN ADJ VERB DET NOUN NOUN NOUN ADP NOUN NOUN
What wo what would they do without the eternal triangle?	0 0 0 0 0 0 0 0 1 1	eternal triangle	figurative	identical	NOUN VERB NOUN VERB PRON VERB ADP DET ADJ NOUN	▁What ▁ wo ▁what ▁would ▁they ▁do ▁without ▁the ▁eternal ▁triangle ?	0 0 0 0 0 0 0 0 0 1 1 1	NOUN VERB VERB NOUN VERB PRON VERB ADP DET ADJ NOUN NOUN
So how can there possibly be a libidinal dimension to crowds if crowds are just erm many more extra points in the eternal triangle?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1	eternal triangle	figurative	identical	ADV ADV VERB ADV ADV VERB DET ADJ NOUN ADP NOUN ADP NOUN VERB ADV ADV ADJ ADJ ADJ NOUN ADP DET ADJ NOUN	▁So ▁how ▁can ▁there ▁possibly ▁be ▁a ▁lib idin al ▁dimension ▁to ▁crowd s ▁if ▁crowd s ▁are ▁just ▁er m ▁many ▁more ▁extra ▁points ▁in ▁the ▁eternal ▁triangle ?	0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 1 1	ADV ADV VERB ADV ADV VERB DET ADJ ADJ ADJ NOUN ADP NOUN NOUN ADP NOUN NOUN VERB ADV ADV ADV ADJ ADJ ADJ NOUN ADP DET ADJ NOUN NOUN
